Player,Date,TM,Home/Away,OPP,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc
Derrick White,2020-12-23,SAS,@,MEM,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2020-12-26,SAS,,TOR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2020-12-27,SAS,@,NOP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2020-12-30,SAS,,LAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-01-01,SAS,,LAL,22:52,9,1,1,0,2,.333,.250,.455,22.8,-4.5,2,1.000,78,113,3.9
Derrick White,2021-01-03,SAS,,UTA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-01-05,SAS,@,LAC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-01-07,SAS,@,LAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-01-09,SAS,@,MIN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-01-10,SAS,@,MIN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-01-12,SAS,@,OKC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-01-14,SAS,,HOU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-01-16,SAS,,HOU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-01-18,SAS,@,POR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-01-20,SAS,@,GSW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-01-22,SAS,,DAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-01-24,SAS,,WAS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-01-27,SAS,,BOS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-01-29,SAS,,DEN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-01-30,SAS,,MEM,21:40,18,2,1,2,0,.545,.500,.705,28.4,6.9,1,.750,126,125,13.8
Derrick White,2021-02-01,SAS,,MEM,21:23,5,1,5,0,2,.200,.200,.250,21.9,-9.9,1,,69,134,1.8
Derrick White,2021-02-03,SAS,,MIN,25:13,10,2,8,0,1,.364,.333,.455,18.4,4.1,0,,112,111,9.6
Derrick White,2021-02-06,SAS,@,HOU,29:07,14,2,5,0,2,.429,.286,.500,23.4,1.2,2,,98,105,9.7
Derrick White,2021-02-08,SAS,,GSW,24:45,2,2,3,1,0,.091,.000,.091,20.4,-15.0,1,,33,101,-2.6
Derrick White,2021-02-09,SAS,,GSW,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-02-12,SAS,@,ATL,16:58,11,2,4,1,1,.600,.667,.814,17.3,15.1,0,.750,176,107,11.8
Derrick White,2021-02-14,SAS,@,CHO,26:51,25,2,4,4,0,.600,.500,.727,27.1,18.1,0,.600,147,101,23.5
Derrick White,2021-02-24,SAS,@,OKC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-02-27,SAS,,NOP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-03-01,SAS,,BRK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-03-02,SAS,,NYK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-03-04,SAS,,OKC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-03-10,SAS,@,DAL,27:05,6,0,1,0,1,.125,.000,.307,20.7,-16.7,2,1.000,59,134,-1.0
Derrick White,2021-03-12,SAS,,ORL,25:15,17,1,2,0,0,.583,.500,.683,27.7,-0.6,3,1.000,104,92,9.3
Derrick White,2021-03-14,SAS,@,PHI,25:14,17,4,4,2,4,.364,.375,.604,26.6,15.1,1,.857,125,128,17.9
Derrick White,2021-03-15,SAS,@,DET,24:07,9,5,2,0,0,.444,.333,.477,23.3,-13.6,3,.000,79,108,1.8
Derrick White,2021-03-17,SAS,@,CHI,32:59,17,4,5,0,2,.286,.286,.498,23.7,2.8,1,1.000,114,105,12.7
Derrick White,2021-03-19,SAS,@,CLE,34:49,17,4,2,0,0,.364,.400,.604,18.0,-1.0,1,1.000,135,120,11.3
Derrick White,2021-03-20,SAS,@,MIL,33:20,6,4,6,0,0,.214,.000,.214,22.4,-15.9,3,,54,121,-0.6
Derrick White,2021-03-22,SAS,,CHO,35:39,21,3,1,1,3,.636,.556,.884,20.1,10.4,3,1.000,131,106,16.6
Derrick White,2021-03-24,SAS,,LAC,25:16,13,3,3,0,1,.400,.333,.553,22.2,-0.9,1,1.000,110,133,9.5
Derrick White,2021-03-25,SAS,,LAC,38:30,11,3,1,1,1,.333,.333,.458,15.8,-3.0,0,,88,112,5.9
Derrick White,2021-03-27,SAS,,CHI,32:47,16,4,7,1,1,.357,.400,.538,21.7,3.0,1,1.000,113,103,13.4
Derrick White,2021-03-29,SAS,,SAC,31:54,19,3,1,1,0,.636,.429,.771,19.6,-0.3,2,.667,132,139,12.7
Derrick White,2021-03-31,SAS,,SAC,30:56,18,6,3,1,0,.294,.250,.429,27.8,-2.7,0,.667,105,107,11.0
Derrick White,2021-04-01,SAS,,ATL,44:33,29,1,3,1,2,.500,.538,.680,24.0,7.8,2,.667,123,122,21.0
Derrick White,2021-04-03,SAS,,IND,36:48,18,3,3,0,1,.400,.200,.537,21.9,-5.4,3,1.000,109,134,9.8
Derrick White,2021-04-05,SAS,,CLE,28:24,13,3,6,1,0,.250,.000,.357,28.7,-4.2,0,1.000,91,131,9.1
Derrick White,2021-04-07,SAS,@,DEN,29:05,18,4,2,0,2,.467,.143,.551,29.4,-2.5,4,1.000,89,106,8.7
Derrick White,2021-04-09,SAS,@,DEN,34:13,25,1,3,3,1,.563,.429,.687,22.3,11.0,0,.800,139,118,22.3
Derrick White,2021-04-11,SAS,@,DAL,32:51,9,4,1,2,2,.375,.333,.507,11.9,-0.6,0,1.000,123,118,8.7
Derrick White,2021-04-12,SAS,@,ORL,28:14,15,2,4,0,0,.500,.167,.536,24.7,-4.9,2,,103,106,8.6
Derrick White,2021-04-14,SAS,@,TOR,34:08,25,3,5,0,0,.438,.545,.655,24.8,6.4,1,.714,134,128,18.0
Derrick White,2021-04-16,SAS,,POR,32:28,13,3,2,0,3,.364,.600,.547,16.8,1.3,1,1.000,117,114,10.3
Derrick White,2021-04-17,SAS,@,PHO,25:45,12,2,6,0,0,.308,.429,.446,25.3,-1.5,1,1.000,101,97,7.1
Derrick White,2021-04-19,SAS,@,IND,33:39,25,3,4,1,0,.471,.545,.666,24.0,12.6,0,.750,134,97,20.2
Derrick White,2021-04-21,SAS,,MIA,31:26,13,5,7,0,0,.417,.250,.505,22.1,3.9,1,.500,109,125,11.6
Derrick White,2021-04-22,SAS,,DET,28:37,26,7,8,1,3,.471,.250,.634,35.4,20.2,1,1.000,141,96,27.9
Derrick White,2021-04-24,SAS,@,NOP,37:33,22,5,2,2,1,.500,.500,.652,19.7,5.7,1,1.000,125,100,17.0
Derrick White,2021-04-26,SAS,@,WAS,19:08,9,3,2,0,0,.429,.000,.514,19.5,-3.6,0,.750,122,134,7.2
Derrick White,2021-04-28,SAS,@,MIA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick White,2021-04-30,SAS,@,BOS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
