Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_DEN,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Nikola Jokic,33,27,4,6,3,0.0,0.706,0.333,0.755,26.8,13.7,3,1.0,136.0,119.0,24.5,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,4.0,6.0,3.0,3.0,0.706,0.333,1.0,26.8,136.0,119.0,24.5,0.0,0,2022,10,19,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Nikola Jokic,34,26,12,10,0,0.0,0.538,0.5,0.729,27.2,7.2,5,1.0,138.0,119.0,24.9,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,8.0,8.0,1.5,4.0,0.622,0.4165,1.0,27.0,137.0,119.0,24.7,0.924512,1,2022,10,21,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Nikola Jokic,39,19,16,13,1,1.0,0.6,1.0,0.681,18.0,11.7,3,0.667,142.0,105.0,25.4,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.666666666666666,9.666666666666666,1.3333333333333333,3.6666666666666665,0.6146666666666666,0.611,0.8889999999999999,24.0,138.66666666666666,114.33333333333331,24.933333333333334,1.0593,2,2022,10,22,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Nikola Jokic,27,9,9,9,0,0.0,0.75,0.0,0.846,10.7,6.3,1,1.0,172.0,141.0,13.8,4,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.25,10.25,9.5,1.0,3.0,0.6485,0.45825,0.91675,20.675,147.0,121.0,22.15,1.00326,3,2022,10,24,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Nikola Jokic,35,31,13,9,4,0.0,0.706,0.0,0.772,28.4,20.2,3,1.0,141.0,89.0,34.3,5,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,10.8,9.4,1.6,3.0,0.6599999999999999,0.3666,0.9334,22.22,145.8,114.6,24.58,1.02255,4,2022,10,26,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Nikola Jokic,25,12,10,6,1,1.0,0.3,0.0,0.444,24.4,8.0,1,0.75,125.0,98.0,14.1,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.666666666666668,10.666666666666666,8.833333333333334,1.5,2.6666666666666665,0.6,0.3055,0.9028333333333332,22.58333333333333,142.33333333333334,111.83333333333331,22.83333333333333,0.919645,5,2022,10,28,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Nikola Jokic,36,23,14,6,0,2.0,0.5,0.2,0.603,25.0,9.4,2,0.857,130.0,120.0,24.0,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.142857142857142,8.428571428571429,1.2857142857142858,2.571428571428572,0.5857142857142856,0.2904285714285714,0.8962857142857142,22.928571428571427,140.57142857142858,113.0,23.0,1.0173,6,2022,10,30,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Nikola Jokic,36,15,13,14,1,0.0,0.667,0.0,0.727,25.1,2.8,10,1.0,102.0,105.0,14.6,8,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.25,11.375,9.125,1.25,3.5,0.5958749999999999,0.254125,0.90925,23.2,135.75,112.0,21.95,0.96861,7,2022,11,3,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Nikola Jokic,27,21,6,10,2,0.0,0.9,1.0,0.965,25.0,19.3,4,1.0,150.0,100.0,23.6,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.33333333333333,10.77777777777778,9.22222222222222,1.3333333333333333,3.555555555555556,0.6296666666666666,0.3369999999999999,0.9193333333333334,23.4,137.33333333333334,110.66666666666669,22.133333333333333,1.09936,8,2022,11,5,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Nikola Jokic,34,26,8,10,2,3.0,0.55,0.0,0.586,31.7,10.5,4,0.8,115.0,99.0,25.1,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.9,10.5,9.3,1.4,3.6,0.6216999999999999,0.3033,0.9074,24.23,135.1,109.5,22.43,1.27418,9,2022,11,7,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Nikola Jokic,21,24,4,6,2,1.0,0.5,0.333,0.563,43.3,13.2,1,1.0,123.0,104.0,19.5,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,10.5,9.3,1.3,3.4,0.6011,0.3033,0.9074,25.879999999999995,133.8,108.0,21.93,1.18447,10,2022,11,9,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Nikola Jokic,30,29,8,3,0,0.0,0.6,0.5,0.666,36.3,7.8,2,0.75,127.0,141.0,21.5,12,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,10.1,8.6,1.3,3.1,0.6073000000000001,0.3033,0.8824,26.79,132.7,110.2,21.59,1.08751,11,2022,11,11,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Nikola Jokic,28,8,6,14,3,0.0,1.0,0.0,1.0,9.9,21.9,2,0.0,172.0,97.0,19.4,13,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,9.1,8.7,1.5,3.0,0.6473,0.2033,0.8157,25.98,135.7,109.4,20.99,1.10232,12,2022,11,13,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Nikola Jokic,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,8.2,7.8,1.5,2.9,0.5723,0.2033,0.7157,24.91,118.5,95.3,19.61,1.06157,13,2022,11,16,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Nikola Jokic,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,6.9,6.9,1.1,2.6,0.5017,0.2033,0.6157,22.07,104.4,86.4,16.18,0.988137,14,2022,11,18,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Nikola Jokic,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,5.9,6.3,1.0,2.5,0.4717,0.2033,0.5407,19.63,91.9,76.6,14.77,1.0267,15,2022,11,20,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Nikola Jokic,37,31,9,10,1,1.0,0.75,0.0,0.744,29.5,14.6,5,0.636,130.0,113.0,29.0,17,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,5.4,6.7,1.1,2.8,0.4967,0.1833,0.5186,20.08,91.9,75.9,15.27,1.32656,16,2022,11,22,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Nikola Jokic,43,39,10,9,0,0.0,0.733,0.333,0.851,26.9,13.2,4,0.889,160.0,126.0,36.6,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,5.1,6.2,1.0,2.2,0.5033000000000001,0.2166,0.5075000000000001,20.26,97.7,78.0,17.47,1.2073,17,2022,11,23,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Nikola Jokic,32,19,13,6,2,1.0,0.538,0.0,0.591,25.5,7.8,2,0.714,124.0,107.0,20.3,19,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,5.8,5.8,1.0,2.0,0.4671,0.1166,0.4789,20.31,95.1,78.7,17.14,1.18095,18,2022,11,25,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Nikola Jokic,27,32,12,8,0,0.0,0.647,0.5,0.748,38.5,16.9,3,0.9,154.0,118.0,31.9,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,6.2,5.6,0.8,1.9,0.4768,0.1666,0.4889,20.99,99.0,80.6,17.82,0.983261,19,2022,11,28,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Nikola Jokic,28,17,9,12,1,1.0,0.778,0.667,0.9,22.8,17.6,4,1.0,148.0,99.0,20.7,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,6.7,6.2,0.7,2.2,0.5046,0.2,0.4889,18.94,101.5,80.1,17.939999999999998,1.28759,20,2022,11,30,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Nikola Jokic,35,24,10,8,1,0.0,0.667,0.5,0.716,24.3,11.8,2,0.25,135.0,121.0,23.5,22,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.9,6.7,0.8,2.2,0.5113,0.2,0.4389,17.740000000000002,102.3,78.1,18.14,1.05934,21,2022,12,2,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Nikola Jokic,37,32,16,9,2,1.0,0.684,0.25,0.697,31.4,16.9,4,0.556,131.0,115.0,32.1,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,7.9,6.2,0.7,2.4,0.4796999999999999,0.225,0.4945,19.89,98.2,79.9,19.410000000000004,0.938611,22,2022,12,4,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Nikola Jokic,34,19,8,8,1,0.0,0.538,0.0,0.607,24.5,4.3,3,0.833,119.0,121.0,17.9,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,8.7,7.0,0.8,2.7,0.5335,0.225,0.5778000000000001,22.34,110.1,92.0,21.2,1.09521,23,2022,12,6,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Nikola Jokic,34,33,10,9,0,1.0,0.56,0.333,0.597,40.3,7.4,6,0.667,118.0,125.0,25.1,25,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.6,9.7,7.9,0.8,3.3,0.5894999999999999,0.2583,0.6445000000000001,26.37,121.9,104.5,23.71,0.999251,24,2022,12,8,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Nikola Jokic,35,31,12,14,1,4.0,0.55,0.25,0.635,36.8,21.5,3,0.8,134.0,107.0,34.8,26,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.7,10.9,9.3,0.9,3.6,0.6445000000000001,0.2833,0.7245,30.05,135.3,115.2,27.19,1.164,25,2022,12,10,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Nikola Jokic,33,43,14,8,5,1.0,0.85,0.0,0.881,40.4,19.8,8,0.9,136.0,105.0,42.9,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.9,11.4,9.1,1.3,3.9,0.6545,0.2833,0.7509,31.14,135.9,114.4,28.58,1.08213,26,2022,12,14,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Nikola Jokic,35,25,11,8,4,0.0,0.533,0.333,0.659,29.0,10.7,5,0.889,119.0,112.0,24.8,28,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,11.5,9.0,1.7,4.0,0.6345000000000001,0.2833,0.7509,31.35,131.8,113.0,27.4,1.08517,27,2022,12,16,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Nikola Jokic,40,40,27,10,2,0.0,0.5,0.5,0.597,37.9,15.9,5,0.706,122.0,99.0,38.3,29,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,12.9,9.4,1.7,4.3,0.6307,0.3333,0.7501,32.59,131.6,112.2,29.2,1.21256,28,2022,12,18,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Nikola Jokic,37,13,13,13,2,0.0,0.5,1.0,0.523,18.2,10.9,4,0.0,112.0,90.0,18.8,30,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,13.0,9.9,1.9,4.4,0.616,0.3833,0.6601,30.559999999999995,127.4,109.4,27.890000000000004,1.06828,29,2022,12,20,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Nikola Jokic,36,29,8,11,2,0.0,0.571,0.0,0.591,34.8,10.5,2,0.625,127.0,108.0,27.2,31,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.9,12.9,9.8,2.0,4.2,0.5953,0.3166,0.6226,31.76,125.3,110.3,28.54,1.05126,30,2022,12,23,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Nikola Jokic,44,41,15,15,0,1.0,0.64,0.5,0.708,31.5,20.8,3,0.778,148.0,119.0,41.8,32,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,13.4,10.5,1.9,4.3,0.5926,0.3166,0.6754,32.480000000000004,126.6,110.1,30.37,1.21714,31,2022,12,25,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
