Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_DEN,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Jamal Murray,2023-10-24,34,21,2,6,0,1.0,0.615,0.6,0.756,19.4,5.1,1,1.0,150.0,119.0,18.4,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,6.0,0.0,1.0,0.615,0.6,1.0,19.4,150.0,119.0,18.4,0.0
Jamal Murray,2023-10-27,34,22,1,5,0,1.0,0.412,0.444,0.586,27.3,-0.5,3,1.0,107.0,111.0,13.6,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,1.5,5.5,0.0,2.0,0.5135,0.522,1.0,23.35,128.5,115.0,16.0,1.05238
Jamal Murray,2023-10-29,30,19,2,8,0,0.0,0.643,1.0,0.679,27.1,1.3,4,0.0,122.0,107.0,15.0,3,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.666666666666668,1.6666666666666667,6.333333333333333,0.0,2.6666666666666665,0.5566666666666666,0.6813333333333333,0.6666666666666666,24.6,126.33333333333331,112.33333333333331,15.666666666666666,0.967965
Jamal Murray,2023-10-30,37,18,3,14,0,2.0,0.368,0.429,0.453,28.7,3.3,3,0.5,104.0,110.0,16.2,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,2.0,8.25,0.0,2.75,0.5095,0.61825,0.625,25.625,120.75,111.75,15.8,1.2356
Jamal Murray,2023-11-01,32,14,6,6,1,1.0,0.313,0.25,0.385,27.4,-1.5,3,0.6,83.0,113.0,8.3,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,2.8,7.8,0.2,2.8,0.4702,0.5446,0.62,25.98,113.2,112.0,14.3,1.25324
Jamal Murray,2023-11-03,39,18,2,13,1,0.0,0.333,0.333,0.51,20.3,0.2,2,1.0,138.0,125.0,16.6,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.666666666666668,2.6666666666666665,8.666666666666666,0.3333333333333333,2.6666666666666665,0.4473333333333333,0.5093333333333333,0.6833333333333332,25.03333333333333,117.33333333333331,114.16666666666669,14.683333333333332,1.09646
Jamal Murray,2023-11-04,10,2,2,0,0,0.0,0.333,0.0,0.333,14.4,-15.1,0,0.0,71.0,111.0,0.9,7,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.285714285714285,2.571428571428572,7.428571428571429,0.2857142857142857,2.2857142857142856,0.431,0.4365714285714285,0.5857142857142856,23.514285714285712,110.71428571428572,113.71428571428572,12.714285714285714,1.10087
Jamal Murray,2023-11-06,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25,2.25,6.5,0.25,2.0,0.377125,0.382,0.5125,20.575,96.875,99.5,11.125,1.26559
Jamal Murray,2023-11-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,2.0,5.777777777777778,0.2222222222222222,1.7777777777777777,0.3352222222222222,0.3395555555555555,0.4555555555555555,18.288888888888888,86.11111111111111,88.44444444444444,9.88888888888889,1.09027
Jamal Murray,2023-11-12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,1.8,5.2,0.2,1.6,0.3016999999999999,0.3056,0.41,16.46,77.5,79.6,8.9,0.997777
Jamal Murray,2023-11-14,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,1.6,4.6,0.2,1.5,0.2402,0.2455999999999999,0.31,14.52,62.5,67.7,7.06,1.00804
Jamal Murray,2023-11-17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,1.5,4.1,0.2,1.2,0.199,0.2012,0.21,11.79,51.8,56.6,5.7,1.02948
Jamal Murray,2023-11-19,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,1.3,3.3,0.2,0.8,0.1347,0.1012,0.21,9.08,39.6,45.9,4.2,1.0304
Jamal Murray,2023-11-20,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.0,1.9,0.2,0.5,0.0979,0.0583,0.16,6.21,29.2,34.9,2.58,1.28275
Jamal Murray,2023-11-22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,1.3,0.1,0.2,0.0666,0.0333,0.0999999999999999,3.47,20.9,23.6,1.75,1.00967
