Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_TOR,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Pascal Siakam,34,23,11,1,3,0.0,0.45,0.333,0.489,34.3,-2.9,4,0.5,92.0,105.0,12.8,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,11.0,1.0,3.0,4.0,0.45,0.333,0.5,34.3,92.0,105.0,12.8,0.0,0,2022,10,19,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Pascal Siakam,37,37,12,11,0,0.0,0.714,0.333,0.741,34.8,19.5,3,0.556,143.0,117.0,34.2,2,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,11.5,6.0,1.5,3.5,0.582,0.333,0.528,34.55,117.5,111.0,23.5,1.21908,1,2022,10,21,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Pascal Siakam,40,23,8,9,1,1.0,0.421,0.0,0.511,26.7,3.9,1,0.875,119.0,118.0,20.7,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.666666666666668,10.333333333333334,7.0,1.3333333333333333,2.6666666666666665,0.5283333333333333,0.222,0.6436666666666667,31.933333333333334,118.0,113.33333333333331,22.566666666666663,1.15475,2,2022,10,22,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Pascal Siakam,42,23,9,6,2,2.0,0.318,0.333,0.451,32.8,2.3,5,0.875,87.0,89.0,14.9,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,10.0,6.75,1.5,3.25,0.47575,0.24975,0.7015,32.15,110.25,107.25,20.65,1.1059,3,2022,10,24,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Pascal Siakam,38,20,5,13,0,0.0,0.438,0.5,0.563,23.9,6.7,1,0.5,132.0,124.0,20.0,5,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,9.0,8.0,1.2,2.8,0.4681999999999999,0.2998,0.6612,30.5,114.6,110.6,20.52,1.09152,4,2022,10,26,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Pascal Siakam,36,26,10,6,0,0.0,0.6,0.333,0.686,28.3,6.6,5,0.778,118.0,124.0,20.1,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.33333333333333,9.166666666666666,7.666666666666667,1.0,3.1666666666666665,0.4901666666666666,0.3053333333333333,0.6806666666666666,30.13333333333333,115.16666666666669,112.83333333333331,20.45,1.2482,5,2022,10,28,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Pascal Siakam,35,31,12,6,0,2.0,0.381,0.667,0.553,33.1,5.2,0,0.813,137.0,109.0,27.5,7,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.142857142857142,9.571428571428571,7.428571428571429,0.8571428571428571,2.7142857142857144,0.4745714285714286,0.357,0.6995714285714286,30.557142857142853,118.28571428571428,112.28571428571428,21.457142857142856,1.19475,6,2022,10,31,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Pascal Siakam,28,22,10,11,1,0.0,0.526,0.2,0.566,31.5,6.1,3,1.0,120.0,91.0,20.6,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.625,9.625,7.875,0.875,2.75,0.481,0.337375,0.737125,30.675,118.5,109.625,21.35,0.945148,7,2022,11,2,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Pascal Siakam,31,18,7,6,1,0.0,0.5,0.0,0.541,24.3,4.6,2,0.667,127.0,118.0,15.9,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.77777777777778,9.333333333333334,7.666666666666667,0.8888888888888888,2.6666666666666665,0.4831111111111111,0.2998888888888889,0.7293333333333334,29.966666666666665,119.44444444444444,110.55555555555556,20.744444444444447,1.04289,8,2022,11,4,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Pascal Siakam,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,8.4,6.9,0.8,2.4,0.4347999999999999,0.2699,0.6564,26.97,107.5,99.5,18.67,1.13678,9,2022,11,6,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
