Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_IND,TM_TOR,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Pascal Siakam,34,21,6,3,1,0.0,0.643,0.333,0.631,21.5,1.6,1,0.333,114.0,116.0,15.1,43,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.8,3.6,2.7,0.5,1.0,0.3959,0.2933,0.4315,16.28,87.7,85.9,12.11,1.10471,42,2024,1,19,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Pascal Siakam,30,15,4,7,0,0.0,0.429,0.333,0.504,24.8,-3.3,3,1.0,106.0,125.0,9.1,44,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,3.3,3.4,0.4,1.0,0.3744999999999999,0.2766,0.4482,15.86,86.6,87.4,11.43,1.02879,43,2024,1,21,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Pascal Siakam,33,16,10,4,0,0.0,0.438,0.0,0.474,24.8,0.1,1,1.0,105.0,120.0,12.8,45,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,3.9,2.9,0.2,0.9,0.3638,0.2766,0.4625,16.509999999999998,83.5,86.6,10.74,1.01587,44,2024,1,23,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Pascal Siakam,30,26,13,10,0,0.0,0.692,0.5,0.747,25.1,15.6,2,0.7,155.0,114.0,28.2,46,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,4.6,3.3,0.2,1.0,0.3694,0.2599,0.5325,17.240000000000002,84.3,85.8,11.77,1.21888,45,2024,1,25,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Pascal Siakam,33,31,7,4,2,0.0,0.636,0.667,0.665,29.1,9.9,2,0.333,135.0,121.0,26.5,47,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,4.9,3.4,0.4,1.1,0.3742,0.2666,0.4991,17.56,85.1,85.1,12.53,1.07921,46,2024,1,26,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Pascal Siakam,35,19,6,6,2,0.0,0.615,0.0,0.663,19.5,4.4,1,1.0,138.0,114.0,18.9,48,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,5.5,4.0,0.6,1.2,0.4357,0.2666,0.5991000000000001,19.51,98.9,96.5,14.419999999999998,1.07098,47,2024,1,28,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Pascal Siakam,32,23,6,2,0,0.0,0.563,1.0,0.648,22.1,3.4,0,1.0,151.0,135.0,18.6,49,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,5.7,4.0,0.6,1.0,0.4349,0.2833,0.6241000000000001,18.880000000000003,101.0,95.3,14.3,1.12182,48,2024,1,30,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Pascal Siakam,35,18,7,5,0,1.0,0.421,0.333,0.453,30.2,-6.0,5,0.5,89.0,119.0,8.4,50,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,5.9,4.1,0.5,1.5,0.4436999999999999,0.3166,0.5866,19.71,99.3,96.4,13.76,1.09211,49,2024,2,1,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Pascal Siakam,35,22,6,2,2,0.0,0.667,0.333,0.674,24.6,-2.4,5,0.333,107.0,125.0,14.9,51,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.1,6.5,4.3,0.7,2.0,0.5104,0.3499,0.6199000000000001,22.17,110.0,108.9,15.25,1.17063,50,2024,2,2,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Pascal Siakam,35,25,8,9,1,1.0,0.55,0.25,0.586,26.2,12.1,0,0.667,138.0,102.0,25.4,52,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,7.3,5.2,0.8,2.0,0.5654,0.3749,0.6866000000000001,24.79,123.8,119.1,17.79,1.20301,51,2024,2,4,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Pascal Siakam,35,29,4,4,1,0.0,0.688,0.667,0.816,26.2,6.5,2,0.75,146.0,134.0,24.8,53,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,7.1,5.3,0.8,2.1,0.5699,0.4083,0.7283000000000001,25.26,127.0,120.9,18.76,1.05891,52,2024,2,6,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Pascal Siakam,30,16,8,2,1,1.0,0.545,0.5,0.627,22.4,-0.6,2,0.5,109.0,128.0,13.4,54,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,7.5,4.8,0.9,2.0,0.5814999999999999,0.425,0.6783,25.020000000000003,127.3,121.2,19.19,0.971509,53,2024,2,8,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Pascal Siakam,31,19,6,3,1,0.0,0.615,0.333,0.644,23.1,4.0,1,0.25,123.0,113.0,15.8,55,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,7.1,4.7,1.0,2.0,0.5992,0.4583,0.6033000000000001,24.85,129.1,120.5,19.49,1.25032,54,2024,2,10,5,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Pascal Siakam,35,18,5,4,2,0.0,0.667,0.333,0.699,17.6,6.1,0,0.5,136.0,111.0,18.3,56,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6.3,4.1,1.2,1.8,0.5967,0.4416,0.5833,24.1,127.2,120.2,18.5,1.07003,55,2024,2,12,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Pascal Siakam,36,23,5,7,1,1.0,0.471,0.333,0.549,24.5,2.3,0,0.667,130.0,121.0,20.0,57,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.2,6.1,4.4,1.1,1.6,0.5801999999999999,0.4082,0.6167,23.64,126.7,120.2,17.85,1.10645,56,2024,2,14,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Pascal Siakam,32,20,4,2,0,0.0,0.5,1.0,0.592,22.2,-3.0,0,1.0,119.0,115.0,13.8,58,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,5.9,4.0,0.9,1.5,0.5687,0.5082,0.6167,23.910000000000004,124.8,120.3,17.34,1.02951,57,2024,2,22,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Pascal Siakam,29,12,9,2,2,0.0,0.455,0.0,0.505,17.3,-1.2,0,1.0,109.0,103.0,12.0,59,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,6.2,4.0,1.1,1.5,0.5579,0.4082,0.6167,23.43,120.6,117.1,16.68,1.13354,58,2024,2,25,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Pascal Siakam,37,27,9,6,0,1.0,0.5,0.375,0.59,26.1,5.4,1,1.0,131.0,130.0,22.2,60,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.1,6.4,4.1,1.1,1.1,0.5658000000000001,0.4124,0.6667,23.02,124.8,118.2,18.06,1.13508,59,2024,2,26,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Pascal Siakam,33,24,11,5,0,2.0,0.611,0.0,0.636,26.7,6.3,2,1.0,128.0,113.0,21.6,61,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,6.9,4.4,0.9,0.8,0.5601999999999999,0.3791,0.7333999999999999,23.23,126.9,117.0,18.73,0.984747,60,2024,2,28,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Pascal Siakam,20,12,2,3,0,0.0,0.5,0.5,0.551,25.5,-1.3,2,0.5,102.0,134.0,6.9,62,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6.3,3.8,0.8,1.0,0.5551999999999999,0.4041,0.7167,23.16,123.3,120.2,16.880000000000003,1.19302,61,2024,3,1,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
Pascal Siakam,38,21,8,1,1,0.0,0.588,0.25,0.618,20.5,-0.8,1,0.0,126.0,124.0,15.4,63,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.2,6.7,3.5,0.8,0.9,0.5452,0.3623999999999999,0.6416999999999999,22.59,121.3,119.2,15.94,1.1515,62,2024,3,3,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
Pascal Siakam,32,13,13,6,0,1.0,0.455,0.0,0.528,17.9,5.0,1,1.0,137.0,118.0,17.1,64,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,7.2,3.9,0.7,0.8,0.5362,0.3123999999999999,0.6917,22.14,124.1,118.2,16.31,1.19611,63,2024,3,5,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
Pascal Siakam,34,24,4,2,0,0.0,0.5,0.333,0.563,31.1,-1.8,2,1.0,108.0,122.0,15.0,65,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,7.0,3.8,0.6,0.9,0.5246999999999999,0.3124,0.7666999999999999,22.94,122.6,119.1,16.229999999999997,1.17043,64,2024,3,7,3,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
Pascal Siakam,33,20,7,3,0,0.0,0.429,0.333,0.557,25.2,3.8,0,0.778,123.0,104.0,15.6,66,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,7.2,3.7,0.4,0.9,0.5009,0.3124,0.7945,23.7,121.3,118.4,15.960000000000004,1.09927,65,2024,3,10,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
Pascal Siakam,32,18,11,4,2,1.0,0.5,0.0,0.597,21.0,5.7,0,0.857,128.0,101.0,20.0,67,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,7.8,3.4,0.5,0.9,0.5038,0.2791,0.8135,23.35,121.1,116.4,15.960000000000004,0.948012,66,2024,3,12,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
Pascal Siakam,36,17,9,3,2,2.0,0.667,0.0,0.638,18.8,2.6,2,0.333,120.0,115.0,16.4,68,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,8.3,3.5,0.7,1.1,0.5205,0.1790999999999999,0.7468,23.01,121.2,116.4,16.22,1.30541,67,2024,3,13,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
Pascal Siakam,28,28,11,4,3,0.0,0.5,0.0,0.568,37.8,13.7,2,1.0,125.0,92.0,24.5,69,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.4,8.5,3.7,0.8,1.3,0.525,0.1790999999999999,0.7468,25.06,122.8,115.3,17.47,1.16818,68,2024,3,16,5,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
Pascal Siakam,32,19,12,1,1,0.0,0.5,0.0,0.481,30.0,-3.5,2,0.25,98.0,113.0,12.5,70,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,8.8,3.2,0.9,1.4,0.525,0.1416,0.6718,25.45,119.5,113.6,16.5,1.15157,69,2024,3,18,0,1.0,6.123233995736766e-17,0.0,1.0
Pascal Siakam,27,25,8,4,1,1.0,0.667,0.667,0.709,29.1,12.5,0,0.5,139.0,98.0,24.2,71,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,8.5,3.1,1.0,1.2,0.5306,0.2083,0.6218,25.69,120.6,112.1,16.759999999999998,1.23125,70,2024,3,20,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
Pascal Siakam,33,25,16,6,1,0.0,0.647,0.333,0.666,26.9,9.1,3,0.5,125.0,99.0,24.5,72,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.9,3.4,1.1,1.3,0.5453,0.1916,0.6218,25.83,122.9,108.6,18.520000000000003,1.17528,71,2024,3,22,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
Pascal Siakam,33,36,12,2,0,0.0,0.552,0.0,0.554,39.5,-4.1,1,0.5,116.0,139.0,24.9,73,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,10.3,3.5,1.0,1.3,0.5417,0.1666,0.6718,27.73,121.9,110.1,19.47,0.930348,72,2024,3,24,6,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
Pascal Siakam,31,31,4,2,0,0.0,0.6,0.5,0.659,38.3,-0.7,2,0.75,129.0,132.0,21.6,74,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,9.4,3.1,1.0,1.4,0.5562,0.2166,0.6468,29.770000000000003,121.1,111.5,19.92,1.3023,73,2024,3,25,0,1.0,6.123233995736766e-17,0.0,1.0
Pascal Siakam,30,14,8,5,0,0.0,0.286,1.0,0.591,18.8,3.1,1,0.818,134.0,131.0,13.6,75,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,9.8,3.4,1.0,1.3,0.5347999999999999,0.2833,0.6285999999999999,28.54,123.7,112.4,19.78,1.02466,74,2024,3,27,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
Pascal Siakam,31,22,11,6,1,1.0,0.5,0.0,0.577,30.0,12.0,1,0.857,122.0,88.0,22.2,76,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,10.2,3.7,1.1,1.4,0.5418999999999999,0.25,0.6365,29.02,123.6,110.8,20.44,1.1447,75,2024,3,29,4,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
Pascal Siakam,24,15,6,2,1,0.0,0.467,0.5,0.5,28.9,-3.1,2,0.0,101.0,110.0,10.3,77,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,9.7,3.5,1.0,1.6,0.5386,0.3,0.5508,29.81,120.9,111.7,19.47,1.12362,76,2024,4,1,0,0.8660254037844387,-0.4999999999999998,0.0,1.0
Pascal Siakam,35,26,9,3,1,0.0,0.444,0.0,0.452,36.4,-4.3,2,0.5,100.0,122.0,14.9,78,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,9.7,3.5,0.9,1.6,0.5163,0.3,0.5675,31.57,118.9,112.4,19.32,1.26441,77,2024,4,3,2,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
Pascal Siakam,30,21,5,2,0,0.0,0.8,1.0,0.861,19.4,5.1,1,0.8,161.0,117.0,17.1,79,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,9.1,3.3,0.6,1.5,0.5463,0.4,0.5475,29.73,122.5,114.9,18.58,1.32142,78,2024,4,5,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
Pascal Siakam,32,18,8,1,0,0.0,0.467,0.333,0.537,24.5,-4.3,0,0.75,114.0,124.0,12.2,80,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,8.7,3.3,0.5,1.3,0.5429999999999999,0.4333,0.5974999999999999,29.18,124.1,116.0,18.55,1.04601,79,2024,4,7,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
Pascal Siakam,27,16,9,3,0,2.0,0.6,0.0,0.68,21.8,-1.0,3,1.0,133.0,119.0,15.0,81,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.4,8.8,3.2,0.4,1.6,0.5363,0.3666,0.6475,28.45,123.5,118.1,17.63,1.0818,80,2024,4,9,1,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336
Pascal Siakam,32,19,6,1,0,0.0,0.467,0.667,0.567,22.5,-4.3,0,0.75,116.0,130.0,12.2,82,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,7.8,2.7,0.3,1.3,0.5183,0.4,0.6725,28.01,122.6,121.2,16.4,0.985915,81,2024,4,12,4,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
Pascal Siakam,25,28,6,1,1,0.0,0.722,0.5,0.742,33.3,-0.2,2,0.5,136.0,112.0,21.3,83,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.2,2.6,0.4,1.4,0.5353000000000001,0.45,0.6725,27.39,124.6,118.5,16.04,1.04984,82,2024,4,14,6,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
