Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_TOR,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Scottie Barnes,32,15,3,7,2,1.0,0.5,1.0,0.536,22.3,4.0,3,0.0,109.0,109.0,12.3,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,7.0,2.0,3.0,0.5,1.0,0.0,22.3,109.0,109.0,12.3,0.0,0,2022,10,19,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Scottie Barnes,36,17,7,3,2,1.0,0.5,0.5,0.571,22.8,1.1,3,1.0,105.0,114.0,13.9,2,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.0,5.0,2.0,3.0,0.5,0.75,0.5,22.55,107.0,111.5,13.1,1.21908,1,2022,10,21,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Scottie Barnes,13,11,2,2,0,1.0,0.556,0.0,0.533,39.0,3.0,1,0.333,103.0,119.0,7.6,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.333333333333334,4.0,4.0,1.3333333333333333,2.333333333333333,0.5186666666666667,0.5,0.4443333333333333,28.03333333333333,105.66666666666669,114.0,11.266666666666666,1.15475,2,2022,10,22,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Scottie Barnes,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,3.0,3.0,1.0,1.75,0.389,0.375,0.33325,21.025,79.25,85.5,8.45,1.1059,3,2022,10,24,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Scottie Barnes,33,16,10,5,1,0.0,0.545,0.25,0.649,18.3,5.5,0,1.0,148.0,118.0,18.6,5,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,4.4,3.4,1.0,1.4,0.4202,0.35,0.4666,20.48,93.0,92.0,10.48,1.09152,4,2022,10,26,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Scottie Barnes,29,13,6,1,1,0.0,0.571,0.75,0.825,14.5,4.3,2,1.0,132.0,122.0,11.6,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.666666666666667,3.0,1.0,1.5,0.4453333333333333,0.4166666666666667,0.5555,19.48333333333333,99.5,97.0,10.666666666666666,1.2482,5,2022,10,28,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Scottie Barnes,33,21,7,8,1,0.0,0.5,0.556,0.685,21.5,6.7,2,0.667,138.0,111.0,19.1,7,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.285714285714286,5.0,3.7142857142857135,1.0,1.5714285714285714,0.4531428571428572,0.4365714285714285,0.5714285714285714,19.77142857142857,105.0,99.0,11.87142857142857,1.19475,6,2022,10,31,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Scottie Barnes,28,15,4,5,0,1.0,0.538,0.25,0.577,20.7,-1.0,2,0.0,115.0,100.0,12.5,8,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.5,4.875,3.875,0.875,1.625,0.46375,0.41325,0.5,19.8875,106.25,99.125,11.95,0.945148,7,2022,11,2,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Scottie Barnes,38,11,11,10,1,0.0,0.333,0.167,0.427,19.1,0.8,5,1.0,100.0,116.0,11.7,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.22222222222222,5.555555555555555,4.555555555555555,0.8888888888888888,2.0,0.4492222222222222,0.3858888888888889,0.5555555555555556,19.8,105.55555555555556,101.0,11.922222222222222,1.04289,8,2022,11,4,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Scottie Barnes,40,19,10,4,1,0.0,0.421,0.286,0.478,21.7,-2.9,2,0.5,109.0,113.0,13.7,10,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,6.0,4.5,0.9,2.0,0.4464,0.3759,0.55,19.99,105.9,102.2,12.1,1.13678,9,2022,11,6,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
