Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_TOR,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_SAC,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Scottie Barnes,29,24,4,4,1,1.0,0.526,0.25,0.591,32.5,7.3,1,1.0,118.0,84.0,18.2,47,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.2,8.5,6.6,1.9,2.1,0.4301999999999999,0.2293,0.7939,26.410000000000004,111.5,104.3,18.34,1.26737,46,2025,1,29,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Scottie Barnes,33,20,10,5,0,1.0,0.4,0.0,0.45,30.2,-3.2,1,0.8,96.0,123.0,15.0,48,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,8.5,6.3,1.6,1.9,0.4152,0.2293,0.8239000000000001,26.51,109.4,103.6,17.66,1.1872,47,2025,1,31,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Scottie Barnes,34,15,7,5,0,1.0,0.5,1.0,0.582,18.6,-0.1,1,0.5,125.0,117.0,13.1,49,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,8.0,6.5,1.4,1.9,0.4295,0.3043,0.7906000000000001,26.43,110.6,103.6,17.34,1.0472,48,2025,2,2,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Scottie Barnes,32,23,3,5,1,1.0,0.348,0.2,0.449,41.4,-8.1,3,1.0,97.0,129.0,12.8,50,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,7.5,6.4,1.3,1.9,0.4214,0.2993,0.8239000000000001,27.630000000000003,109.8,106.1,16.77,1.08568,49,2025,2,4,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Scottie Barnes,32,11,2,9,2,3.0,0.222,0.0,0.285,26.3,-2.8,1,1.0,84.0,138.0,9.2,51,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,7.4,6.4,1.4,1.8,0.3936,0.2793,0.8739000000000001,27.89,106.5,109.4,15.970000000000002,0.95614,50,2025,2,5,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Scottie Barnes,34,21,5,4,3,4.0,0.4,0.667,0.503,32.4,3.9,5,0.5,90.0,118.0,15.3,52,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.1,7.1,5.8,1.5,2.0,0.4085999999999999,0.346,0.8239000000000001,28.76,107.3,109.0,16.639999999999997,1.04556,51,2025,2,7,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Scottie Barnes,38,15,9,7,2,1.0,0.316,0.0,0.361,24.2,4.0,0,0.75,86.0,89.0,13.2,53,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,6.9,5.7,1.5,1.8,0.394,0.296,0.8239000000000001,28.73,103.9,108.7,16.05,1.19835,52,2025,2,9,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Scottie Barnes,37,33,10,3,1,2.0,0.625,0.5,0.73,29.8,11.6,3,0.8,135.0,100.0,29.1,54,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.7,7.3,5.7,1.5,2.0,0.4093999999999999,0.296,0.8239000000000001,29.23,105.2,107.0,17.020000000000003,1.27644,53,2025,2,11,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Scottie Barnes,33,16,11,7,1,3.0,0.467,0.0,0.49,25.3,2.0,4,0.667,96.0,118.0,15.6,55,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,7.2,5.7,1.4,2.0,0.409,0.2759999999999999,0.7906,28.83,103.2,110.8,16.14,1.01063,54,2025,2,12,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Scottie Barnes,38,13,6,3,0,1.0,0.333,0.2,0.472,17.9,-5.1,1,1.0,106.0,121.0,9.8,56,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,6.7,5.2,1.1,2.0,0.4137,0.2817,0.8017,27.860000000000003,103.3,113.7,15.13,1.17442,55,2025,2,21,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Scottie Barnes,35,20,9,4,1,0.0,0.571,0.667,0.672,21.3,2.0,3,1.0,121.0,108.0,16.5,57,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.7,7.2,5.2,1.1,2.2,0.4182,0.3234,0.8017,26.74,103.6,116.1,14.960000000000004,1.11761,56,2025,2,23,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Scottie Barnes,34,21,3,6,2,0.0,0.5,0.0,0.585,26.3,5.6,2,0.778,123.0,118.0,18.7,58,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,6.5,5.3,1.3,2.3,0.4282,0.3234,0.7995,26.35,106.3,115.6,15.330000000000002,1.06356,57,2025,2,25,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Scottie Barnes,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,5.8,4.8,1.3,2.2,0.3782,0.2234,0.7495,24.49,93.8,103.9,14.02,1.16564,58,2025,2,26,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Scottie Barnes,36,24,8,6,1,1.0,0.526,0.667,0.604,25.1,8.1,2,1.0,126.0,111.0,21.4,60,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,6.3,4.9,1.3,2.1,0.396,0.2700999999999999,0.7495,22.86,96.7,102.1,14.88,1.23046,59,2025,2,28,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
