Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_TOR,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_SAC,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Scottie Barnes,36,18,5,5,0,4.0,0.467,0.667,0.567,22.6,4.9,1,1.0,121.0,122.0,16.7,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,7.2,5.1,1.5,3.7,0.4814,0.2775,0.7467,26.56,100.6,120.2,14.69,1.13187,36,2025,1,8,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Scottie Barnes,38,24,10,8,3,0.0,0.55,0.0,0.551,29.2,0.7,3,0.5,117.0,130.0,21.8,38,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,7.9,5.3,1.8,3.7,0.4909,0.2442,0.7167,27.43,101.3,121.8,15.689999999999998,1.17364,37,2025,1,9,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Scottie Barnes,38,16,12,3,2,2.0,0.357,0.25,0.481,19.4,-0.2,1,0.833,113.0,117.0,16.3,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,8.1,5.2,1.7,3.6,0.5133,0.2692,0.75,27.42,106.6,123.1,17.09,1.07972,38,2025,1,11,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Scottie Barnes,40,23,8,6,2,2.0,0.429,0.25,0.486,29.4,3.0,3,0.667,105.0,104.0,18.5,40,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,8.6,5.0,1.8,3.4,0.5062,0.2942,0.75,26.99,107.2,120.1,17.57,1.08981,39,2025,1,13,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Scottie Barnes,36,18,3,9,1,2.0,0.5,0.2,0.533,23.7,7.4,2,0.5,117.0,105.0,17.2,41,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,8.3,5.1,1.8,3.3,0.5062,0.2742,0.7,26.82,107.2,117.0,17.27,1.14272,40,2025,1,15,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Scottie Barnes,35,10,8,10,2,2.0,0.25,0.0,0.296,23.7,-4.0,3,1.0,82.0,122.0,8.6,42,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,8.3,5.6,1.7,2.8,0.4729,0.2742,0.7,26.81,106.1,117.2,16.7,0.862709,41,2025,1,17,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Scottie Barnes,34,17,11,8,2,1.0,0.462,0.5,0.576,24.5,7.8,2,0.75,120.0,92.0,19.1,43,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,8.1,6.2,1.7,2.4,0.4823,0.3117,0.675,25.76,111.3,114.3,17.78,1.12817,42,2025,1,21,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Scottie Barnes,39,25,6,3,1,0.0,0.471,0.5,0.584,24.8,-1.7,1,0.8,122.0,117.0,19.4,44,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,7.4,6.0,1.6,2.2,0.4516,0.2867,0.655,25.6,108.8,115.1,16.53,1.02993,43,2025,1,23,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Scottie Barnes,32,24,12,7,2,2.0,0.471,0.2,0.598,29.3,11.4,4,1.0,116.0,80.0,24.4,45,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,7.7,6.4,1.7,2.5,0.4513,0.2567,0.7550000000000001,25.76,110.5,111.3,17.54,1.14205,44,2025,1,25,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Scottie Barnes,37,21,11,8,3,1.0,0.286,0.143,0.421,27.6,6.3,1,0.889,105.0,92.0,19.9,46,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,8.6,6.7,1.8,2.1,0.4243,0.271,0.7939,25.42,111.8,108.1,18.19,1.21647,45,2025,1,27,0,0.49999999999999994,0.8660254037844387,0.0,1.0
