Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_CLE,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Donovan Mitchell,34,36,8,7,1,0.0,0.444,0.267,0.581,43.7,8.8,3,0.889,123.0,121.0,26.8,41,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2,3.8,3.5,0.8,1.6,0.3595,0.3197,0.5939,27.610000000000003,96.8,103.9,12.79,1.0836,40,2025,1,18,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Donovan Mitchell,30,33,5,5,1,0.0,0.44,0.444,0.588,40.0,15.2,0,1.0,140.0,97.0,26.3,42,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.2,4.0,3.6,0.9,1.5,0.3560999999999999,0.3186,0.6939,28.590000000000003,98.8,103.7,13.820000000000002,1.16852,41,2025,1,20,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Donovan Mitchell,35,19,3,3,0,1.0,0.333,0.125,0.409,28.0,-5.7,1,0.8,102.0,124.0,9.4,43,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,3.9,3.5,0.9,1.3,0.3494,0.2849,0.6939,28.02,98.0,104.5,13.14,1.02527,42,2025,1,22,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Donovan Mitchell,33,37,3,7,3,0.0,0.522,0.467,0.698,38.4,10.2,4,0.75,133.0,130.0,28.9,44,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21.7,4.2,3.6,1.0,1.5,0.3560999999999999,0.303,0.6689,29.620000000000005,99.2,105.3,14.720000000000002,1.4496,43,2025,1,24,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Donovan Mitchell,37,33,4,7,2,1.0,0.407,0.364,0.533,36.4,4.0,1,0.778,122.0,132.0,23.9,45,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,4.3,3.9,1.2,1.5,0.3468,0.2965,0.7467,30.75,99.7,107.3,15.82,1.07183,44,2025,1,25,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
Donovan Mitchell,31,21,2,6,1,0.0,0.5,0.333,0.696,22.5,12.6,1,1.0,147.0,99.0,19.8,46,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,3.9,4.1,1.3,1.5,0.378,0.3012,0.7717,30.81,105.9,104.7,17.5,1.13963,45,2025,1,27,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Donovan Mitchell,30,34,1,6,2,0.0,0.609,0.455,0.725,35.2,17.3,1,1.0,149.0,112.0,27.8,47,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,4.0,4.7,1.5,1.6,0.4389,0.3467,0.8717,34.33,120.8,115.9,20.28,1.04455,46,2025,1,29,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Donovan Mitchell,27,24,1,6,1,0.0,0.5,0.4,0.659,30.1,6.9,1,0.8,140.0,119.0,19.7,48,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.8,5.2,1.4,1.4,0.4477,0.3438,0.8516999999999999,34.21,125.8,117.0,21.2,0.95648,47,2025,1,30,3,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
Donovan Mitchell,24,12,6,6,0,0.0,0.444,0.4,0.607,22.1,-2.8,2,1.0,120.0,99.0,10.5,49,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,3.5,5.5,1.2,1.4,0.4399,0.3505,0.8516999999999999,32.7,124.1,115.8,19.44,1.16086,48,2025,2,2,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Donovan Mitchell,36,31,10,6,2,0.0,0.48,0.286,0.589,36.0,11.9,5,1.0,109.0,106.0,22.1,50,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.3,5.9,1.3,1.9,0.4678999999999999,0.3540999999999999,0.9017,33.239999999999995,128.5,113.9,21.52,1.14049,49,2025,2,4,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Donovan Mitchell,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,3.5,5.2,1.2,1.6,0.4234999999999999,0.3274,0.8128,28.87,116.2,101.8,18.84,1.2361,50,2025,2,5,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Donovan Mitchell,34,33,1,5,2,0.0,0.462,0.364,0.585,37.0,-0.3,3,1.0,123.0,125.0,21.2,52,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.4,3.1,5.2,1.3,1.9,0.4256999999999999,0.3194,0.8128,28.57,114.5,104.6,18.33,1.08756,51,2025,2,7,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Donovan Mitchell,32,23,3,8,2,0.0,0.714,0.4,0.751,21.5,12.9,2,0.333,148.0,107.0,22.5,53,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,3.1,5.7,1.5,2.0,0.4638,0.3469,0.7661,27.92,119.1,102.9,19.64,0.957265,52,2025,2,10,0,0.8660254037844386,0.5000000000000001,0.0,1.0
Donovan Mitchell,29,21,6,5,0,0.0,0.375,0.222,0.538,29.2,-1.3,2,0.875,123.0,111.0,15.5,54,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.2,3.4,5.5,1.2,1.8,0.4490999999999999,0.3223999999999999,0.7786,27.0,118.1,101.0,18.3,1.0082,53,2025,2,12,2,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Donovan Mitchell,30,26,5,2,1,0.0,0.381,0.333,0.512,37.9,4.5,4,0.7,104.0,101.0,14.4,55,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,3.5,5.0,1.1,2.1,0.4465,0.3193,0.7707999999999999,27.15,116.3,97.9,17.35,1.00222,54,2025,2,20,3,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Donovan Mitchell,26,27,3,5,1,1.0,0.667,0.714,0.827,28.0,15.4,1,0.667,162.0,103.0,24.4,56,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,3.6,4.9,1.1,2.1,0.4631999999999999,0.3574,0.7375,27.7,117.8,98.3,17.81,0.976039,55,2025,2,21,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Donovan Mitchell,35,33,2,6,0,0.0,0.478,0.5,0.593,30.7,7.5,1,0.636,144.0,127.0,22.7,57,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,3.7,4.9,0.9,2.1,0.4500999999999999,0.3619,0.7011000000000001,27.25,117.3,99.8,17.3,0.988358,56,2025,2,23,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Donovan Mitchell,23,11,3,5,0,0.0,0.417,0.25,0.458,29.2,-6.2,2,0.0,108.0,97.0,7.0,58,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.7,3.9,4.8,0.8,2.2,0.4418,0.3469,0.6211,27.16,114.1,97.6,16.03,0.869986,57,2025,2,25,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Donovan Mitchell,35,41,3,5,1,0.0,0.5,0.417,0.665,40.7,14.2,2,0.909,142.0,128.0,30.6,59,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.6,3.6,4.7,0.9,2.2,0.4474,0.3485999999999999,0.612,29.02,116.3,100.5,18.04,1.19266,58,2025,2,28,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
