Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_ORL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Paolo Banchero,2025-01-10,27,34,7,3,2,1.0,0.524,0.625,0.669,47.4,21.3,3,0.7,121.0,106.0,26.0,40,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.7,0.3,0.2,0.3,0.0524,0.0625,0.0699999999999999,4.74,12.1,10.6,2.6,1.02941
Paolo Banchero,2025-01-12,27,20,8,6,0,1.0,0.625,0.5,0.779,30.5,6.5,6,0.818,118.0,109.0,16.9,41,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,1.5,0.9,0.2,0.9,0.1149,0.1125,0.1518,7.790000000000001,23.9,21.5,4.29,1.2216
Paolo Banchero,2025-01-15,26,22,5,2,0,1.0,0.4,0.286,0.495,46.1,-6.4,7,0.8,73.0,119.0,6.6,42,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,2.0,1.1,0.2,1.6,0.1548999999999999,0.1411,0.2318,12.4,31.2,33.4,4.95,1.09995
Paolo Banchero,2025-01-17,29,21,4,4,0,0.0,0.4,0.0,0.455,38.1,-1.3,2,0.714,98.0,138.0,11.0,43,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,2.4,1.5,0.2,1.8,0.1949,0.1411,0.3032,16.21,41.0,47.2,6.05,1.15988
Paolo Banchero,2025-01-19,29,10,7,5,2,1.0,0.25,0.0,0.289,25.9,-5.2,1,0.667,80.0,115.0,8.1,44,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,3.1,2.0,0.4,1.9,0.2198999999999999,0.1411,0.3699,18.8,49.0,58.7,6.859999999999999,1.13184
Paolo Banchero,2025-01-21,32,26,12,2,0,1.0,0.526,0.429,0.589,38.0,1.3,5,0.429,97.0,115.0,13.8,45,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.3,4.3,2.2,0.4,2.4,0.2725,0.184,0.4128,22.6,58.7,70.2,8.24,1.2568
Paolo Banchero,2025-01-23,33,8,9,6,0,2.0,0.071,0.0,0.228,29.2,-10.6,5,0.75,55.0,106.0,1.1,46,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.1,5.2,2.8,0.4,2.9,0.2796,0.184,0.4878,25.52,64.2,80.8,8.35,1.11676
Paolo Banchero,2025-01-25,40,32,9,7,0,0.0,0.5,0.5,0.568,32.8,3.4,3,0.5,116.0,114.0,22.4,47,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,6.1,3.5,0.4,3.2,0.3296,0.2339999999999999,0.5378000000000001,28.8,75.8,92.2,10.59,0.939582
Paolo Banchero,2025-01-27,44,17,5,6,1,0.0,0.333,0.25,0.381,28.8,-11.2,5,0.333,74.0,115.0,4.8,48,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.6,4.1,0.5,3.7,0.3629,0.259,0.5711,31.68,83.2,103.7,11.07,0.971214
Paolo Banchero,2025-01-30,33,21,6,3,1,0.0,0.435,0.0,0.432,37.3,-5.4,3,0.333,89.0,131.0,10.0,49,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.1,7.2,4.4,0.6,4.0,0.4064,0.259,0.6043999999999999,35.410000000000004,92.1,116.8,12.07,1.13792
Paolo Banchero,2025-02-01,34,9,6,6,2,1.0,0.211,0.0,0.221,29.1,-11.5,3,0.333,55.0,111.0,1.0,50,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.6,7.1,4.7,0.6,4.0,0.3751,0.1964999999999999,0.5677,33.58,85.5,117.3,9.57,1.39201
Paolo Banchero,2025-02-03,37,18,6,3,1,0.0,0.375,0.0,0.368,29.4,-6.1,2,0.0,83.0,112.0,6.9,51,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,6.9,4.4,0.7,3.6,0.3501,0.1465,0.4859,33.470000000000006,82.0,117.6,8.57,1.21794
Paolo Banchero,2025-02-05,31,23,0,9,1,0.0,0.6,0.333,0.669,27.9,6.6,2,0.8,141.0,122.0,20.6,52,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.5,6.4,5.1,0.8,3.1,0.3701,0.1512,0.4859,31.65,88.8,117.9,9.97,1.13376
