Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_ORL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Paolo Banchero,2023-10-25,28,12,5,5,1,0.0,0.5,0.0,0.661,15.4,7.4,1,0.857,148.0,93.0,12.8,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,5.0,1.0,1.0,0.5,0.0,0.857,15.4,148.0,93.0,12.8,0.0
Paolo Banchero,2023-10-27,35,14,7,4,2,0.0,0.417,0.0,0.439,24.2,-3.7,3,0.444,90.0,102.0,9.9,2,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,4.5,1.5,2.0,0.4585,0.0,0.6505,19.8,119.0,97.5,11.35,1.19606
Paolo Banchero,2023-10-30,30,9,5,5,0,0.0,0.286,0.2,0.302,23.3,-10.5,2,0.0,73.0,113.0,2.2,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666,5.666666666666667,4.666666666666667,1.0,2.0,0.4009999999999999,0.0666666666666666,0.4336666666666666,20.966666666666665,103.66666666666669,102.66666666666669,8.3,1.11134
Paolo Banchero,2023-10-31,32,15,4,4,4,0.0,0.385,0.333,0.454,26.2,-0.3,3,0.5,85.0,106.0,10.1,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,5.25,4.5,1.75,2.25,0.397,0.13325,0.45025,22.275,99.0,103.5,8.75,0.773622
Paolo Banchero,2023-11-02,36,30,9,5,3,2.0,0.692,0.5,0.765,29.2,8.6,6,0.733,122.0,103.0,26.7,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,6.0,4.6,2.0,3.0,0.4559999999999999,0.2065999999999999,0.5067999999999999,23.66,103.6,103.4,12.34,0.979335
Paolo Banchero,2023-11-04,34,25,7,10,1,1.0,0.6,0.5,0.691,25.0,13.8,4,0.714,131.0,101.0,23.7,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,6.166666666666667,5.5,1.8333333333333333,3.1666666666666665,0.48,0.2555,0.5413333333333333,23.883333333333336,108.16666666666669,103.0,14.233333333333334,1.11148
Paolo Banchero,2023-11-06,37,22,5,6,0,0.0,0.444,0.0,0.533,30.3,-5.3,6,1.0,94.0,119.0,10.7,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.142857142857142,6.0,5.571428571428571,1.5714285714285714,3.571428571428572,0.4748571428571428,0.219,0.6068571428571428,24.8,106.14285714285714,105.28571428571428,13.728571428571428,1.09171
Paolo Banchero,2023-11-09,34,17,8,4,1,0.0,0.5,0.333,0.539,23.5,-4.1,5,0.5,101.0,120.0,10.4,8,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.25,5.375,1.5,3.75,0.478,0.23325,0.5934999999999999,24.6375,105.5,107.125,13.3125,1.17688
Paolo Banchero,2023-11-11,38,26,12,5,1,0.0,0.455,0.4,0.537,30.4,4.6,3,0.8,112.0,100.0,19.7,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.88888888888889,6.888888888888889,5.333333333333333,1.4444444444444444,3.6666666666666665,0.4754444444444444,0.2517777777777777,0.6164444444444445,25.27777777777778,106.22222222222224,106.33333333333331,14.02222222222222,1.1784
Paolo Banchero,2023-11-14,35,19,6,3,2,1.0,0.4,0.571,0.539,25.3,0.7,2,0.5,103.0,127.0,14.3,10,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,6.8,5.1,1.5,3.5,0.4679,0.2836999999999999,0.6048,25.28,105.9,108.4,14.05,0.889415
