Player,Date,TM,Home/Away,OPP,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc
LaMelo Ball,2020-12-23,CHO,@,CLE,15:48,0,1,3,2,0,.000,.000,.000,21.8,-20.8,3,,26,113,-2.9
LaMelo Ball,2020-12-26,CHO,,OKC,15:19,13,5,1,1,0,.500,.500,.597,33.6,5.9,2,.500,100,104,9.2
LaMelo Ball,2020-12-27,CHO,,BRK,20:01,6,5,5,1,0,.333,.667,.500,18.7,-3.4,3,,82,98,4.0
LaMelo Ball,2020-12-30,CHO,@,DAL,29:25,22,8,5,1,1,.700,.800,.935,19.3,18.6,2,1.000,169,98,23.8
LaMelo Ball,2021-01-01,CHO,,MEM,26:42,15,3,6,2,0,.429,.286,.504,26.8,6.4,2,.500,102,108,11.9
LaMelo Ball,2021-01-02,CHO,@,PHI,30:41,13,4,5,4,2,.333,.250,.444,22.5,0.7,2,.667,99,116,12.7
LaMelo Ball,2021-01-04,CHO,@,PHI,30:25,12,7,9,2,0,.313,.000,.346,27.3,-0.7,2,.667,89,112,10.8
LaMelo Ball,2021-01-06,CHO,@,ATL,23:40,13,8,5,0,0,.455,.250,.547,24.1,3.9,1,1.000,117,98,12.2
LaMelo Ball,2021-01-08,CHO,@,NOP,25:34,12,10,9,1,0,.364,.200,.470,26.4,2.0,3,.750,119,114,13.2
LaMelo Ball,2021-01-09,CHO,,ATL,31:10,22,12,11,1,0,.692,.600,.793,22.3,17.9,1,.500,168,106,27.0
LaMelo Ball,2021-01-11,CHO,,NYK,29:34,8,14,7,3,1,.231,.333,.308,23.2,2.5,1,,87,73,11.5
LaMelo Ball,2021-01-13,CHO,,DAL,25:25,4,7,5,0,0,.250,.000,.237,16.8,-12.9,2,.000,61,107,1.2
LaMelo Ball,2021-01-14,CHO,@,TOR,26:05,14,6,11,3,1,.429,.400,.500,31.7,8.4,5,,106,108,14.8
LaMelo Ball,2021-01-16,CHO,@,TOR,22:59,11,5,4,0,0,.364,.333,.463,23.6,-2.7,1,.500,108,120,7.4
LaMelo Ball,2021-01-22,CHO,,CHI,16:34,7,1,2,2,0,.429,.000,.470,30.8,-11.5,5,1.000,63,115,1.6
