Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_BOS,OPP_ATL,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_SAC,OPP_SAS,OPP_TOR,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Jayson Tatum,30,37,4,10,1,1.0,0.778,0.727,0.98,30.7,35.8,1,0.5,192.0,119.0,38.1,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.0,10.0,1.0,1.0,0.778,0.727,0.5,30.7,192.0,119.0,38.1,0.0,0,2024,10,22,1,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
Jayson Tatum,29,25,11,6,1,0.0,0.45,0.273,0.542,34.8,10.2,1,0.571,126.0,96.0,21.3,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,7.5,8.0,1.0,1.0,0.614,0.5,0.5355,32.75,159.0,107.5,29.700000000000003,0.0,1,2024,10,24,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
Jayson Tatum,38,37,4,2,2,1.0,0.462,0.462,0.617,34.4,6.5,1,0.778,130.0,121.0,25.5,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,6.333333333333333,6.0,1.3333333333333333,1.0,0.5633333333333334,0.4873333333333333,0.6163333333333333,33.300000000000004,149.33333333333334,112.0,28.3,1.10784,2,2024,10,26,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Jayson Tatum,36,15,8,4,2,1.0,0.375,0.125,0.444,24.0,-4.6,3,1.0,85.0,99.0,9.1,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,6.75,5.5,1.5,1.5,0.51625,0.39675,0.71225,30.975,133.25,108.75,23.5,1.14059,3,2024,10,28,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Jayson Tatum,43,37,8,4,4,0.0,0.4,0.278,0.585,30.9,8.3,3,0.8,122.0,113.0,27.7,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,7.0,5.2,2.0,1.8,0.493,0.373,0.7298,30.96,131.0,109.6,24.34,1.15928,4,2024,10,30,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Jayson Tatum,36,32,11,3,3,1.0,0.474,0.333,0.647,35.9,7.3,5,0.846,117.0,103.0,25.6,6,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,7.666666666666667,4.833333333333333,2.1666666666666665,2.333333333333333,0.4898333333333333,0.3663333333333333,0.7491666666666666,31.78333333333333,128.66666666666666,108.5,24.55,1.24226,5,2024,11,1,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Jayson Tatum,34,29,7,3,0,0.0,0.467,0.111,0.645,35.8,-0.2,5,0.824,114.0,108.0,18.1,7,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.285714285714285,7.571428571428571,4.571428571428571,1.8571428571428568,2.7142857142857144,0.4865714285714286,0.3298571428571429,0.7598571428571429,32.357142857142854,126.57142857142856,108.42857142857144,23.62857142857143,1.22575,6,2024,11,2,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Jayson Tatum,30,28,6,9,2,0.0,0.476,0.429,0.627,31.2,17.7,1,0.667,137.0,90.0,26.0,8,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7.375,5.125,1.875,2.5,0.48525,0.34225,0.74825,32.2125,127.875,106.125,23.925,1.11446,7,2024,11,4,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Jayson Tatum,37,32,4,2,1,1.0,0.5,0.5,0.668,32.8,6.0,4,0.778,116.0,123.0,20.3,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.22222222222222,7.0,4.777777777777778,1.7777777777777777,2.6666666666666665,0.4868888888888888,0.3597777777777777,0.7515555555555555,32.27777777777778,126.55555555555556,108.0,23.522222222222226,1.05598,8,2024,11,6,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Jayson Tatum,42,33,9,6,2,1.0,0.44,0.385,0.588,34.9,10.0,3,0.857,109.0,96.0,24.9,10,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,7.2,4.9,1.8,2.7,0.4822,0.3623,0.7621,32.54,124.8,106.8,23.66,1.07369,9,2024,11,8,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
