Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_BOS,OPP_ATL,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Jayson Tatum,45,20,11,4,1,1.0,0.233,0.133,0.311,31.5,-10.3,3,0.8,74.0,113.0,7.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,4.0,1.0,3.0,0.233,0.133,0.8,31.5,74.0,113.0,7.0,0.0,0,2021,10,20,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Jayson Tatum,30,18,6,4,0,2.0,0.571,0.5,0.623,27.5,3.0,5,0.0,92.0,118.0,10.8,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,8.5,4.0,0.5,4.0,0.4019999999999999,0.3165,0.4,29.5,83.0,115.5,8.9,0.908248,1,2021,10,22,4,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
Jayson Tatum,37,31,9,2,1,1.0,0.5,0.364,0.602,32.9,6.7,1,0.75,114.0,100.0,21.8,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.666666666666666,3.333333333333333,0.6666666666666666,3.0,0.4346666666666666,0.3323333333333333,0.5166666666666667,30.633333333333336,93.33333333333331,110.33333333333331,13.2,0.833906,2,2021,10,24,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
Jayson Tatum,41,41,7,8,0,1.0,0.5,0.5,0.66,34.1,9.5,2,1.0,135.0,119.0,32.6,4,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,8.25,4.5,0.5,2.75,0.4509999999999999,0.3742499999999999,0.6375,31.5,103.75,112.5,18.05,0.923563,3,2021,10,25,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Jayson Tatum,36,23,7,2,0,0.0,0.409,0.125,0.451,33.6,-5.8,2,0.5,91.0,122.0,10.7,5,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.6,8.0,4.0,0.4,2.6,0.4426,0.3243999999999999,0.61,31.92,101.2,114.4,16.580000000000002,0.987772,4,2021,10,27,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Jayson Tatum,46,27,15,3,2,1.0,0.313,0.0,0.385,38.4,-3.0,4,1.0,76.0,93.0,12.7,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.666666666666668,9.166666666666666,3.8333333333333335,0.6666666666666666,2.833333333333333,0.421,0.2703333333333333,0.6749999999999999,33.0,97.0,110.83333333333331,15.933333333333332,1.07964,5,2021,10,30,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Jayson Tatum,36,20,4,3,2,0.0,0.364,0.25,0.421,28.8,-5.3,1,0.75,95.0,131.0,10.9,7,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.714285714285715,8.428571428571429,3.7142857142857135,0.8571428571428571,2.571428571428572,0.4128571428571428,0.2674285714285714,0.6857142857142857,32.4,96.71428571428572,113.71428571428572,15.214285714285714,0.932752,6,2021,11,1,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Jayson Tatum,34,14,6,3,1,2.0,0.25,0.167,0.359,30.2,-3.4,2,0.625,75.0,83.0,7.1,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25,8.125,3.625,0.875,2.5,0.3924999999999999,0.254875,0.678125,32.125,94.0,109.875,14.2,0.9497,7,2021,11,3,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Jayson Tatum,29,10,8,2,1,0.0,0.231,0.4,0.349,24.3,-3.7,1,0.667,80.0,81.0,3.9,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.666666666666668,8.11111111111111,3.4444444444444446,0.8888888888888888,2.333333333333333,0.3745555555555555,0.271,0.676888888888889,31.25555555555556,92.44444444444444,106.66666666666669,13.055555555555555,1.14004,8,2021,11,4,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Jayson Tatum,38,32,11,2,2,1.0,0.632,0.75,0.805,28.7,15.2,4,1.0,130.0,108.0,25.7,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,8.4,3.3,1.0,2.5,0.4003,0.3189,0.7092,31.0,96.2,106.8,14.32,0.989577,9,2021,11,6,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Jayson Tatum,37,22,11,7,1,0.0,0.333,0.429,0.427,31.5,4.9,2,0.75,98.0,91.0,14.4,11,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.8,8.4,3.6,1.0,2.4,0.4103,0.3485,0.7041999999999999,31.0,98.6,104.6,15.06,1.22719,10,2021,11,10,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Jayson Tatum,42,27,11,1,0,2.0,0.4,0.385,0.504,31.6,-0.9,3,0.5,106.0,112.0,15.5,12,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,8.9,3.3,1.0,2.2,0.3932,0.337,0.7542,31.410000000000004,100.0,104.0,15.529999999999998,1.04521,11,2021,11,12,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Jayson Tatum,35,21,4,2,0,0.0,0.364,0.125,0.434,39.1,-9.1,6,0.8,74.0,106.0,4.6,13,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,8.4,3.3,0.9,2.7,0.3796,0.3131,0.7592000000000001,32.03,96.0,104.6,13.81,0.790073,12,2021,11,13,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Jayson Tatum,36,23,8,5,1,2.0,0.35,0.25,0.498,33.5,5.1,2,1.0,103.0,95.0,17.7,14,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,8.5,3.0,1.0,2.7,0.3646,0.2881,0.7592000000000001,31.97,92.8,102.2,12.32,0.936842,13,2021,11,15,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
