Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TRB_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_TOR,OPP_UTA,OPP_WAS,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Derrick White,30,2,4,6,2,1.0,0.167,0.0,0.167,10.0,-7.7,1,0.0,91.0,114.0,4.5,11,1,1,10.9,3.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.8,1.2,1.7,0.3502,0.2460999999999999,0.6333,17.9,97.1,107.5,9.37,0.997369,10,2021,11,10,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Derrick White,22,5,0,5,0,1.0,0.4,0.5,0.5,14.3,-4.9,2,0.0,94.0,125.0,3.3,12,1,1,9.8,3.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.0,1.7,0.3517,0.2674999999999999,0.5333,17.34,95.3,110.1,8.09,1.18752,11,2021,11,12,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Derrick White,29,10,3,5,2,0.0,0.4,0.286,0.5,17.6,-3.0,2,0.0,99.0,116.0,7.8,13,0,1,9.4,3.3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.8,1.7,0.3417,0.2760999999999999,0.4333,17.15,93.7,110.8,7.340000000000001,1.05836,12,2021,11,14,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Derrick White,32,19,3,3,1,0.0,0.571,0.25,0.638,23.9,0.1,3,1.0,103.0,103.0,11.8,14,0,0,10.6,3.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.8,1.7,0.3688,0.2844,0.5333,17.9,96.5,110.3,8.040000000000001,0.987045,13,2021,11,16,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Derrick White,23,4,2,4,1,0.0,0.25,0.0,0.41,9.8,-3.9,0,1.0,121.0,130.0,5.6,15,0,0,10.1,3.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.8,1.4,0.3574,0.2844,0.5333,16.94,100.0,112.3,7.9300000000000015,0.95838,14,2021,11,18,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Derrick White,40,19,4,4,2,2.0,0.471,0.2,0.531,18.9,5.4,0,1.0,123.0,113.0,17.3,16,1,0,10.3,3.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.6,1.0,1.3,0.3545,0.2669,0.6,16.869999999999997,101.5,114.0,8.45,0.952615,15,2021,11,22,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Derrick White,30,7,2,3,2,2.0,0.25,0.167,0.292,19.3,-7.8,2,0.0,69.0,123.0,3.1,17,1,1,9.7,3.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.2,1.5,0.3394999999999999,0.2235999999999999,0.5,17.03,94.1,112.7,7.529999999999999,1.05072,16,2021,11,24,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Derrick White,37,17,8,7,0,2.0,0.313,0.333,0.479,24.1,5.9,2,1.0,103.0,95.0,14.9,18,1,0,9.5,3.9,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1.1,1.4,0.3108,0.2069,0.5,17.59,91.9,111.4,7.530000000000001,1.23277,17,2021,11,26,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Derrick White,33,24,5,5,1,1.0,0.476,0.429,0.56,29.9,7.7,1,1.0,127.0,110.0,19.4,19,1,0,10.7,3.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.7,1.2,1.3,0.3298,0.2165,0.5,18.38,96.3,113.5,8.64,1.16445,18,2021,11,29,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Derrick White,30,12,7,5,1,1.0,0.364,0.375,0.505,17.2,5.5,0,0.5,118.0,83.0,12.8,20,0,0,11.9,3.8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.7,1.2,1.3,0.3661999999999999,0.254,0.55,18.5,104.8,111.2,10.05,0.885467,19,2021,12,2,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Derrick White,36,25,1,3,3,0.0,0.5,0.25,0.64,25.0,5.9,1,0.875,132.0,111.0,20.2,21,0,0,14.2,3.5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,1.3,1.3,0.3995,0.279,0.6375,20.0,108.9,110.9,11.62,0.930571,20,2021,12,4,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Derrick White,26,12,3,4,0,1.0,0.333,0.125,0.423,22.9,-1.5,0,0.6,103.0,113.0,8.4,22,0,0,14.9,3.8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.3,1.3,1.1,0.3928,0.2415,0.6975,20.86,109.8,109.7,12.13,1.14383,21,2021,12,6,0,-2.4492935982947064e-16,1.0,0.0,1.0
Derrick White,34,26,6,7,0,0.0,0.5,0.5,0.644,29.4,4.5,3,1.0,122.0,132.0,19.9,23,1,0,16.5,4.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.1,1.2,0.4028,0.2629,0.7975,22.04,112.1,111.3,13.34,1.22593,22,2021,12,7,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Derrick White,35,23,6,4,1,2.0,0.643,0.333,0.73,20.7,7.4,1,0.75,147.0,110.0,21.2,24,1,0,16.9,4.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1.1,1.0,0.41,0.2712,0.7725,21.72,116.5,112.0,14.279999999999998,1.04336,23,2021,12,9,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Derrick White,22,10,2,3,1,0.0,0.333,0.0,0.465,23.9,-5.5,2,1.0,97.0,127.0,6.2,25,1,0,17.5,4.4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1.1,1.2,0.4183,0.2712,0.7725,23.13,114.1,111.7,14.34,1.21407,24,2021,12,11,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Derrick White,34,24,8,9,4,1.0,0.529,0.167,0.625,26.3,16.0,2,1.0,132.0,89.0,27.1,26,1,0,18.0,4.8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.3,1.4,0.4241,0.2679,0.7725,23.87,115.0,109.3,15.32,0.910426,25,2021,12,12,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Derrick White,31,18,6,7,0,0.0,0.3,0.333,0.625,23.5,0.5,2,1.0,129.0,139.0,15.7,27,1,0,19.1,5.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,1.1,1.4,0.4290999999999999,0.2845,0.8724999999999999,24.29,121.0,110.9,16.58,1.33723,26,2021,12,15,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Derrick White,33,22,2,3,2,0.0,0.467,0.25,0.624,22.4,2.2,0,1.0,137.0,125.0,17.4,28,0,0,19.6,4.6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.3,1.2,0.4445,0.2761999999999999,0.8724999999999999,24.12,124.4,113.9,16.83,1.01478,27,2021,12,17,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Derrick White,25,5,1,2,1,1.0,0.25,0.0,0.296,16.5,-10.1,1,1.0,79.0,128.0,3.0,29,0,0,17.7,4.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.7,1.3,1.2,0.4219,0.2333,0.8724999999999999,22.78,119.6,115.7,15.189999999999998,1.13152,28,2021,12,19,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Derrick White,30,15,4,4,1,0.0,0.429,0.0,0.49,24.0,-7.0,4,1.0,96.0,98.0,7.8,30,0,0,18.0,3.9,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1.3,1.6,0.4284,0.1958,0.9225,23.46,117.4,117.2,14.69,1.07341,29,2021,12,20,0,-2.4492935982947064e-16,1.0,0.0,1.0
Derrick White,30,23,3,7,1,2.0,0.636,0.667,0.843,21.9,13.8,2,0.833,154.0,105.0,22.7,31,0,0,17.8,4.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.1,1.7,0.442,0.2375,0.9183,23.15,119.6,116.6,14.94,1.00442,30,2021,12,23,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Derrick White,16,7,3,10,1,0.0,0.333,0.0,0.673,17.3,12.3,2,1.0,144.0,95.0,11.8,32,1,1,17.3,4.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,1.2,1.9,0.442,0.225,0.9583,22.59,123.7,114.8,15.279999999999998,1.11705,31,2021,12,26,6,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334
Derrick White,35,21,2,8,3,1.0,0.5,0.5,0.606,24.3,10.0,3,0.667,111.0,102.0,19.1,33,1,0,16.8,3.7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.7,1.5,1.9,0.442,0.225,0.925,22.08,122.6,111.8,15.2,1.05359,32,2021,12,27,0,-2.4492935982947064e-16,1.0,0.0,1.0
Derrick White,24,15,0,9,0,2.0,0.455,0.5,0.588,23.0,14.5,0,0.75,142.0,122.0,15.8,34,0,0,16.0,3.1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,1.4,1.8,0.4232,0.2416999999999999,0.925,22.31,122.1,113.0,14.66,0.992108,33,2021,12,31,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Derrick White,42,18,3,14,1,1.0,0.385,0.0,0.517,20.6,2.0,4,0.8,112.0,110.0,16.9,35,0,0,16.8,3.2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,1.4,2.0,0.4284,0.2416999999999999,0.905,21.98,123.6,111.3,15.73,0.949975,34,2022,1,1,5,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
