Player,Date,TM,Home/Away,OPP,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc
Jalen Brunson,2020-12-23,DAL,@,PHO,18:11,12,2,4,0,0,.625,.000,.676,29.2,2.2,3,1.000,108,109,8.0
Jalen Brunson,2020-12-25,DAL,@,LAL,13:52,4,2,1,0,0,.400,.000,.400,26.8,-23.9,3,,53,144,-1.2
Jalen Brunson,2020-12-27,DAL,@,LAC,13:19,11,2,3,0,0,.667,.333,.799,23.6,17.6,0,1.000,174,87,11.1
Jalen Brunson,2020-12-30,DAL,,CHO,20:16,16,4,4,1,0,.385,.400,.512,34.1,7.1,1,.667,109,115,12.1
Jalen Brunson,2021-01-01,DAL,,MIA,12:11,2,3,2,2,0,.200,,.200,22.7,-1.3,1,,50,72,1.8
Jalen Brunson,2021-01-03,DAL,@,CHI,37:30,31,5,7,1,0,.647,.429,.789,26.1,11.9,4,1.000,136,118,26.9
Jalen Brunson,2021-01-04,DAL,@,HOU,18:34,6,0,4,0,0,.333,.000,.436,16.8,-2.3,0,1.000,124,112,5.0
Jalen Brunson,2021-01-07,DAL,@,DEN,18:39,7,2,3,0,0,.400,.333,.595,19.7,-8.4,2,1.000,103,118,3.8
Jalen Brunson,2021-01-09,DAL,,ORL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jalen Brunson,2021-01-13,DAL,@,CHO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jalen Brunson,2021-01-15,DAL,@,MIL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jalen Brunson,2021-01-17,DAL,,CHI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jalen Brunson,2021-01-18,DAL,@,TOR,27:24,13,2,2,1,0,.400,.750,.597,22.1,-2.7,3,1.000,92,119,6.4
Jalen Brunson,2021-01-20,DAL,@,IND,33:53,19,3,4,0,0,.615,.000,.663,19.3,-1.0,1,1.000,132,117,15.0
Jalen Brunson,2021-01-22,DAL,@,SAS,30:35,16,4,6,0,0,.545,.600,.699,18.3,4.7,1,1.000,139,122,14.7
Jalen Brunson,2021-01-23,DAL,,HOU,32:57,9,3,3,1,0,.500,,.678,11.4,-6.3,2,.833,120,138,8.2
Jalen Brunson,2021-01-25,DAL,,DEN,29:12,12,1,3,0,0,1.000,1.000,1.230,9.2,2.0,1,1.000,194,135,11.4
Jalen Brunson,2021-01-27,DAL,@,UTA,22:03,6,5,5,0,0,.429,.000,.429,16.9,-4.3,1,,97,122,5.9
Jalen Brunson,2021-01-29,DAL,@,UTA,26:15,13,2,2,0,0,.571,.500,.742,14.7,3.2,0,.750,153,132,10.5
Jalen Brunson,2021-01-30,DAL,,PHO,26:22,7,2,3,0,0,.375,.333,.438,15.7,-5.3,1,,96,121,3.9
Jalen Brunson,2021-02-01,DAL,,PHO,21:14,11,4,1,1,0,.444,.000,.533,21.0,0.7,0,1.000,115,108,8.8
Jalen Brunson,2021-02-03,DAL,@,ATL,24:02,12,4,4,1,0,.625,,.676,17.3,2.2,1,1.000,139,119,12.0
Jalen Brunson,2021-02-04,DAL,,GSW,22:26,18,3,4,0,0,.667,.600,.836,22.4,10.5,1,.750,160,147,16.8
Jalen Brunson,2021-02-06,DAL,,GSW,22:49,7,8,2,0,0,.500,.500,.583,10.2,-2.8,0,,137,125,7.0
Jalen Brunson,2021-02-08,DAL,,MIN,19:28,3,3,6,1,0,.250,.000,.338,11.7,-3.2,1,1.000,105,117,4.9
Jalen Brunson,2021-02-10,DAL,,ATL,30:07,21,4,5,0,0,.500,.333,.569,30.4,0.3,1,1.000,114,124,14.9
Jalen Brunson,2021-02-12,DAL,,NOP,22:24,13,6,7,0,0,.800,1.000,.962,14.0,12.6,0,.750,210,133,17.0
Jalen Brunson,2021-02-14,DAL,,POR,34:17,11,2,2,0,0,.417,.000,.442,18.1,-10.5,1,1.000,97,135,5.2
Jalen Brunson,2021-02-22,DAL,,MEM,27:54,19,7,3,1,0,.636,.400,.745,23.6,10.0,2,.750,130,89,16.5
Jalen Brunson,2021-02-23,DAL,,BOS,30:12,22,2,2,0,0,.545,.714,.833,23.1,8.2,2,1.000,145,120,15.9
Jalen Brunson,2021-02-25,DAL,@,PHI,22:57,11,5,1,1,0,.600,.667,.814,17.3,2.6,2,.750,124,113,8.7
Jalen Brunson,2021-02-27,DAL,@,BRK,26:34,14,3,1,2,0,.545,.250,.589,21.2,-0.9,0,.500,119,103,11.1
Jalen Brunson,2021-03-01,DAL,@,ORL,29:05,24,6,3,1,0,.692,.500,.789,24.7,6.6,1,.600,148,124,21.6
Jalen Brunson,2021-03-03,DAL,,OKC,32:53,11,6,4,2,0,.455,.000,.481,19.0,0.7,2,1.000,91,80,9.5
Jalen Brunson,2021-03-10,DAL,,SAS,20:18,8,2,3,1,0,.750,.500,.820,15.4,3.3,2,.500,120,110,7.3
Jalen Brunson,2021-03-11,DAL,@,OKC,35:35,26,4,3,1,0,.600,.500,.670,26.8,3.0,1,.600,129,128,20.0
