Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Aaron Gordon,2024-01-14,37,20,10,3,0,0.0,0.7,0.0,0.74,19.6,1.3,2,0.75,136.0,112.0,18.5,41,1,0,12.7,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.8,0.4,0.9,0.5638,0.325,0.449,13.34,119.1,96.4,11.86,1.05559
Aaron Gordon,2024-01-16,38,16,6,4,0,0.0,0.636,0.0,0.587,17.7,-3.3,2,0.333,121.0,140.0,11.3,42,0,0,12.7,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1.9,0.3,0.9,0.5574,0.3,0.4573,13.21,118.3,98.8,11.44,1.13664
Aaron Gordon,2024-01-19,42,2,10,3,0,1.0,0.0,0.0,0.137,10.0,-6.9,1,0.667,66.0,118.0,1.8,43,0,0,12.9,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,2.2,0.3,1.0,0.5574,0.3,0.524,14.21,124.9,110.6,11.62,0.976947
Aaron Gordon,2024-01-21,31,11,10,2,1,3.0,0.4,0.0,0.42,19.2,-0.9,1,0.429,100.0,102.0,11.7,44,0,1,14.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.6,2.4,0.4,1.1,0.5974,0.3,0.5669,16.130000000000003,134.9,120.8,12.79,1.18098
Aaron Gordon,2024-01-23,32,9,1,1,0,2.0,0.6,0.0,0.712,8.9,-2.1,0,1.0,156.0,118.0,7.9,45,0,0,13.9,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,2.5,0.3,1.1,0.5773999999999999,0.2,0.6169,15.88,134.0,122.6,12.54,1.15002
Aaron Gordon,2024-01-25,30,12,5,2,1,0.0,0.5,0.0,0.551,17.8,1.4,1,1.0,113.0,132.0,9.5,46,0,0,12.1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,2.5,0.4,1.2,0.5627,0.15,0.6312,15.05,128.6,121.7,10.68,1.05425
Aaron Gordon,2024-01-27,31,18,4,2,1,0.0,0.75,0.667,0.846,17.0,7.7,1,0.667,157.0,116.0,17.0,47,1,0,12.3,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,2.4,0.5,1.2,0.5751999999999999,0.1667,0.6179,15.47,128.7,120.8,10.87,1.189
Aaron Gordon,2024-01-29,25,8,6,2,0,1.0,0.333,0.5,0.515,16.9,-5.9,2,0.75,100.0,111.0,4.5,48,1,0,12.3,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,2.5,0.4,1.4,0.5335,0.2166999999999999,0.5929,16.07,121.1,119.7,10.44,1.09359
Aaron Gordon,2024-01-31,39,16,13,7,1,4.0,0.438,0.333,0.429,22.2,7.0,1,0.167,107.0,107.0,18.0,49,0,0,12.7,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.8,0.4,1.3,0.4939999999999999,0.15,0.6096,17.06,116.8,117.7,11.010000000000002,1.14088
Aaron Gordon,2024-02-02,28,18,4,5,0,0.0,0.778,1.0,0.872,21.1,5.4,3,1.0,143.0,128.0,15.4,50,1,0,13.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.9,3.1,0.4,1.4,0.5135,0.25,0.6763,17.04,119.9,118.4,11.56,1.14951
Aaron Gordon,2024-02-04,30,12,7,2,0,0.0,0.5,0.0,0.615,15.5,-3.7,0,1.0,154.0,124.0,11.5,51,1,0,12.2,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.6,3.0,0.4,1.2,0.4935,0.25,0.7013,16.630000000000003,121.7,119.6,10.86,1.28807
Aaron Gordon,2024-02-08,32,11,4,3,2,1.0,0.625,0.0,0.619,13.3,2.5,1,0.5,122.0,108.0,11.6,52,0,0,11.7,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,2.9,0.6,1.1,0.4924,0.25,0.718,16.19,121.8,116.4,10.89,1.09934
Aaron Gordon,2024-02-09,27,14,3,2,0,1.0,0.625,0.5,0.658,19.7,-0.8,2,0.5,115.0,135.0,11.0,53,0,0,12.9,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.7,2.8,0.6,1.2,0.5549000000000001,0.3,0.7013,17.160000000000004,126.7,118.1,11.81,1.29189
Aaron Gordon,2024-02-12,28,14,7,2,1,2.0,0.545,0.5,0.636,17.7,7.2,1,0.0,117.0,109.0,13.2,54,0,1,13.2,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,2.8,0.6,1.2,0.5694,0.35,0.6584000000000001,17.009999999999998,128.4,118.8,11.96,0.830963
Aaron Gordon,2024-02-14,33,25,15,2,0,0.0,0.533,0.5,0.675,29.3,6.3,4,1.0,116.0,103.0,20.8,55,1,0,14.8,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.8,2.9,0.6,1.6,0.5627000000000001,0.4,0.6584,19.05,124.4,117.3,13.25,1.22931
Aaron Gordon,2024-02-22,21,17,2,4,1,0.0,0.583,0.0,0.638,29.5,-3.3,3,1.0,113.0,105.0,11.2,56,1,0,15.3,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.5,3.1,0.6,1.8,0.5710000000000001,0.4,0.6584,20.22,124.4,114.6,13.419999999999998,1.26501
Aaron Gordon,2024-02-23,28,8,2,7,2,1.0,0.8,0.0,0.68,14.4,2.5,3,0.0,110.0,115.0,10.1,57,0,0,14.3,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.3,3.6,0.7,2.0,0.5760000000000001,0.3333,0.5917,19.96,119.7,114.5,12.73,1.23033
Aaron Gordon,2024-02-25,33,17,6,2,3,1.0,0.7,0.0,0.697,19.1,4.3,2,0.6,126.0,101.0,16.1,58,0,0,15.2,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,3.6,1.0,2.0,0.6127,0.2833,0.5767,20.18,122.3,113.5,13.89,0.831786
Aaron Gordon,2024-02-28,24,17,6,6,0,0.0,0.875,0.0,0.871,18.1,15.7,0,0.75,188.0,103.0,20.2,59,1,0,15.3,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.6,3.5,0.9,1.9,0.6564,0.25,0.635,19.770000000000003,130.4,113.1,14.11,1.24374
Aaron Gordon,2024-02-29,37,16,9,3,3,1.0,0.625,0.0,0.752,17.4,5.7,4,1.0,119.0,96.0,16.9,60,1,1,15.1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,3.3,1.2,2.0,0.6411,0.15,0.635,19.4,128.0,109.9,14.26,0.987781
Aaron Gordon,2024-03-02,35,18,9,5,1,0.0,0.5,0.25,0.547,23.0,-0.1,1,1.0,133.0,124.0,17.4,61,0,0,15.7,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,3.6,1.3,2.1,0.6411,0.175,0.635,20.15,125.9,109.9,14.85,1.14361
Aaron Gordon,2024-03-05,34,7,3,3,0,0.0,0.3,0.333,0.335,15.3,-8.7,1,0.0,79.0,121.0,2.4,62,1,0,15.3,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,3.6,1.1,2.1,0.6086,0.2083,0.585,20.35,121.6,111.2,13.929999999999998,1.11492
Aaron Gordon,2024-03-07,34,16,9,1,1,0.0,0.533,0.0,0.533,19.8,-0.6,0,0.0,117.0,113.0,13.5,63,1,1,15.5,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,3.5,1.2,1.9,0.5993999999999999,0.1583,0.5349999999999999,20.36,121.8,109.0,14.179999999999998,1.08289
Aaron Gordon,2024-03-09,20,7,2,7,2,0.0,1.0,0.0,1.017,14.7,4.3,3,1.0,139.0,117.0,9.0,64,1,1,14.8,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.3,4.0,1.3,2.1,0.6449,0.1083,0.635,20.06,124.0,109.8,13.76,1.19763
Aaron Gordon,2024-03-11,31,19,2,1,0,0.0,0.889,0.5,0.921,15.8,-0.6,1,0.667,158.0,129.0,15.4,65,1,0,14.2,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.9,1.3,1.8,0.6805,0.1083,0.6017,18.71,128.2,112.4,13.22,1.1735
Aaron Gordon,2024-03-13,33,16,8,4,0,0.0,0.545,0.25,0.587,21.8,3.2,1,0.5,123.0,103.0,12.9,66,0,0,14.1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.9,1.2,1.6,0.6767,0.1333,0.5517000000000001,17.94,129.2,112.2,13.39,1.09453
Aaron Gordon,2024-03-15,25,7,3,7,0,0.0,1.0,0.0,0.902,8.8,3.7,1,0.5,166.0,119.0,10.1,67,0,1,14.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.7,3.9,1.0,1.4,0.6967,0.1333,0.6017,17.380000000000003,134.8,112.6,13.39,1.09211
Aaron Gordon,2024-03-17,34,11,8,4,0,1.0,0.571,0.0,0.628,12.4,1.6,0,0.75,139.0,112.0,12.0,68,0,0,13.4,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,4.1,0.7,1.2,0.6838,0.1333,0.6167,16.71,136.1,113.7,12.98,1.21578
Aaron Gordon,2024-03-19,32,14,11,2,0,0.0,0.5,0.0,0.574,22.3,-3.2,4,0.8,112.0,121.0,11.7,69,0,1,13.1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,3.7,0.7,1.6,0.6462999999999999,0.1333,0.6217,17.130000000000003,128.5,115.5,12.13,1.11022
Aaron Gordon,2024-03-21,35,10,4,8,1,0.0,0.556,0.0,0.53,12.7,5.5,0,0.0,142.0,113.0,13.9,70,1,1,12.5,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,4.2,0.5,1.2,0.6394,0.1333,0.5217,16.66,130.8,117.2,11.83,1.13677
Aaron Gordon,2024-03-23,37,22,12,5,0,3.0,0.381,0.0,0.449,28.0,1.0,1,0.75,119.0,117.0,21.1,71,0,0,12.9,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.2,4.2,0.4,1.2,0.6275000000000001,0.1083,0.4967,17.16,129.4,116.5,12.2,1.25188
Aaron Gordon,2024-03-25,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,72,1,1,12.2,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,3.9,0.4,1.1,0.5974999999999999,0.075,0.4967,15.63,121.5,104.4,11.96,0.912297
Aaron Gordon,2024-03-27,36,18,6,2,0,0.0,0.5,0.333,0.587,22.6,-3.0,2,1.0,110.0,122.0,12.2,73,1,0,12.4,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.0,0.3,1.3,0.5942000000000001,0.1083,0.5967,15.91,120.8,105.3,11.83,1.03136
Aaron Gordon,2024-03-29,31,14,7,4,0,0.0,0.556,0.5,0.651,20.4,-1.3,4,0.5,96.0,123.0,8.6,74,1,0,13.1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,3.7,0.1,1.4,0.5498000000000001,0.1583,0.5467000000000001,16.48,116.5,105.9,11.79,0.970796
Aaron Gordon,2024-03-31,29,8,8,5,1,0.0,0.429,0.333,0.508,15.3,-1.6,2,0.5,124.0,104.0,8.8,75,1,0,12.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,4.1,0.2,1.5,0.5038,0.1416,0.53,16.43,113.1,103.4,11.13,1.18596
Aaron Gordon,2024-04-02,33,23,7,4,1,1.0,0.75,0.5,0.863,17.1,12.4,0,1.0,178.0,105.0,24.4,76,1,0,12.7,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.6,4.1,0.3,1.4,0.5243,0.1666,0.58,15.96,118.6,103.6,12.28,1.15427
Aaron Gordon,2024-04-04,36,18,6,7,1,2.0,0.5,0.0,0.557,21.6,7.8,1,0.571,124.0,99.0,17.9,77,0,0,13.8,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,4.1,0.4,1.4,0.4743,0.1666,0.5871,17.240000000000002,114.4,101.6,13.060000000000002,1.14918
Aaron Gordon,2024-04-06,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,78,1,1,12.7,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,3.7,0.4,1.4,0.4172,0.1666,0.5121,16.0,100.5,90.4,11.86,1.03785
Aaron Gordon,2024-04-09,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79,0,1,11.3,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.5,0.4,1.0,0.3672000000000001,0.1666,0.4321,13.77,89.3,78.3,10.69,1.19297
Aaron Gordon,2024-04-10,28,5,5,9,1,0.0,0.286,0.0,0.317,16.0,0.7,2,0.5,103.0,119.0,7.7,80,1,0,10.8,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.6,0.4,1.2,0.3402,0.1666,0.4821,14.1,85.4,78.9,10.07,1.17319
Aaron Gordon,2024-04-12,29,13,4,4,1,0.0,1.0,1.0,1.083,9.2,8.5,0,0.0,220.0,123.0,16.6,81,0,1,9.9,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.3,3.5,0.5,1.1,0.4021,0.2666,0.4070999999999999,12.22,95.5,79.5,9.62,1.09259
Aaron Gordon,2024-04-14,26,15,5,5,0,1.0,0.667,0.0,0.788,16.5,7.2,1,0.875,168.0,115.0,17.1,82,0,0,11.4,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.0,0.5,1.2,0.4688,0.2666,0.4946,13.87,112.3,91.0,11.33,1.17073
