Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_DEN,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Aaron Gordon,2024-10-24,33,12,9,2,1,0.0,0.417,0.0,0.466,18.3,-1.6,2,1.0,98.0,106.0,10.3,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,2.0,1.0,2.0,0.417,0.0,1.0,18.3,98.0,106.0,10.3,0.0
Aaron Gordon,2024-10-26,36,10,5,2,1,0.0,0.3,0.25,0.425,14.6,-4.9,0,0.75,108.0,121.0,7.7,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,2.0,1.0,1.0,0.3585,0.125,0.875,16.45,103.0,113.5,9.0,1.02023
Aaron Gordon,2024-10-28,42,16,11,8,2,1.0,0.5,1.0,0.694,16.6,5.9,5,0.75,121.0,111.0,19.0,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.666666666666666,8.333333333333334,4.0,1.3333333333333333,2.333333333333333,0.4056666666666667,0.4166666666666667,0.8333333333333334,16.5,109.0,112.66666666666669,12.333333333333334,1.1006
Aaron Gordon,2024-10-29,33,24,5,2,0,1.0,0.727,0.333,0.852,21.0,5.0,1,1.0,164.0,132.0,21.3,4,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,7.5,3.5,1.0,2.0,0.486,0.39575,0.875,17.625,122.75,117.5,14.575,1.01165
Aaron Gordon,2024-11-01,38,31,11,2,1,0.0,0.611,0.714,0.767,21.3,12.8,0,0.8,165.0,123.0,28.9,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,8.2,3.2,1.0,1.6,0.5109999999999999,0.4593999999999999,0.86,18.36,131.2,118.6,17.44,1.21273
Aaron Gordon,2024-11-02,26,12,6,5,0,0.0,0.556,0.667,0.667,12.9,5.9,0,0.0,164.0,105.0,13.0,6,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.5,7.833333333333333,3.5,0.8333333333333334,1.3333333333333333,0.5185,0.494,0.7166666666666667,17.45,136.66666666666666,116.33333333333331,16.7,1.0344
Aaron Gordon,2024-11-04,4,3,0,1,0,0.0,0.5,0.5,0.75,28.9,-2.3,1,0.0,104.0,126.0,1.3,7,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.428571428571429,6.714285714285714,3.142857142857143,0.7142857142857143,1.2857142857142858,0.5158571428571428,0.4948571428571428,0.6142857142857142,19.085714285714285,132.0,117.71428571428572,14.5,1.08971
Aaron Gordon,2024-11-06,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,5.875,2.75,0.625,1.125,0.4513749999999999,0.433,0.5375,16.7,115.5,103.0,12.6875,0.813527
Aaron Gordon,2024-11-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.222222222222222,2.4444444444444446,0.5555555555555556,1.0,0.4012222222222222,0.3848888888888889,0.4777777777777777,14.844444444444443,102.66666666666669,91.55555555555556,11.27777777777778,1.16722
Aaron Gordon,2024-11-10,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,4.7,2.2,0.5,0.9,0.3611,0.3464,0.43,13.36,92.4,82.4,10.15,1.22581
