Player,Date,TM,Home/Away,OPP,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc
Ja Morant,2021-10-20,MEM,,CLE,33:36,37,6,6,0,2,.586,.250,.619,39.5,6.9,2,1.000,130,121,28.5
Ja Morant,2021-10-23,MEM,@,LAC,34:33,28,2,8,1,0,.526,.286,.622,34.1,3.1,5,.750,116,123,18.9
Ja Morant,2021-10-24,MEM,@,LAL,37:45,40,3,10,3,0,.619,.714,.774,32.4,18.6,6,.818,140,121,34.2
Ja Morant,2021-10-27,MEM,@,POR,31:51,17,9,10,1,0,.417,.500,.599,27.9,0.3,9,.800,93,118,11.9
Ja Morant,2021-10-28,MEM,@,GSW,41:39,30,7,5,4,0,.500,.250,.609,31.4,7.9,5,1.000,105,92,23.6
Ja Morant,2021-10-30,MEM,,MIA,32:57,20,4,7,2,0,.389,.250,.484,31.0,-2.3,3,.833,100,131,14.5
Ja Morant,2021-11-01,MEM,,DEN,35:02,26,7,8,1,0,.545,.333,.568,32.9,9.0,4,.500,114,101,20.9
Ja Morant,2021-11-03,MEM,,DEN,32:47,18,6,6,3,0,.500,.000,.472,32.9,-2.3,3,.286,92,107,14.0
Ja Morant,2021-11-05,MEM,@,WAS,29:25,11,6,4,0,0,.235,.000,.293,28.7,-8.5,1,.750,72,121,4.7
Ja Morant,2021-11-08,MEM,,MIN,41:21,33,6,8,1,1,.417,.500,.564,35.5,5.7,3,.833,123,119,24.7
Ja Morant,2021-11-10,MEM,,CHO,37:02,32,7,8,3,0,.481,.167,.548,32.2,10.3,3,1.000,117,111,26.4
Ja Morant,2021-11-12,MEM,,PHO,31:32,26,12,6,2,0,.526,.000,.566,34.6,9.4,5,.667,103,110,19.9
Ja Morant,2021-11-13,MEM,@,NOP,37:11,22,9,10,1,0,.471,.600,.600,23.5,12.8,1,1.000,140,123,23.8
Ja Morant,2021-11-15,MEM,,HOU,24:37,22,6,6,1,1,.600,.667,.733,27.2,13.6,1,,144,97,21.4
Ja Morant,2021-11-18,MEM,,LAC,31:15,28,5,5,1,0,.619,.400,.667,30.8,9.0,1,,138,114,23.1
Ja Morant,2021-11-20,MEM,@,MIN,26:35,11,0,5,1,0,.333,.000,.473,23.5,-6.6,3,.833,91,148,6.6
Ja Morant,2021-11-22,MEM,@,UTA,36:31,32,4,7,2,0,.300,.300,.442,42.9,3.0,1,.786,110,123,20.5
Ja Morant,2021-11-24,MEM,,TOR,34:58,23,6,9,3,0,.444,.000,.513,33.7,4.6,4,.700,115,130,20.7
Ja Morant,2021-11-26,MEM,,ATL,8:48,2,1,1,0,1,.000,,.532,9.1,-0.1,0,1.000,149,134,3.4
Ja Morant,2021-11-28,MEM,,SAC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ja Morant,2021-11-30,MEM,@,TOR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ja Morant,2021-12-02,MEM,,OKC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ja Morant,2021-12-04,MEM,@,DAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ja Morant,2021-12-06,MEM,@,MIA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ja Morant,2021-12-08,MEM,,DAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ja Morant,2021-12-09,MEM,,LAL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ja Morant,2021-12-11,MEM,,HOU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ja Morant,2021-12-13,MEM,,PHI,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ja Morant,2021-12-15,MEM,@,POR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ja Morant,2021-12-17,MEM,@,SAC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ja Morant,2021-12-19,MEM,,POR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ja Morant,2021-12-20,MEM,,OKC,28:02,16,6,8,2,1,.500,1.000,.563,26.2,9.1,4,.600,105,98,14.9
Ja Morant,2021-12-23,MEM,@,GSW,31:39,21,3,6,1,0,.400,.000,.541,29.9,2.7,3,.900,113,121,15.2
Ja Morant,2021-12-26,MEM,@,SAC,29:49,18,7,9,0,0,.444,.000,.477,29.7,-2.4,4,1.000,105,108,13.4
Ja Morant,2021-12-27,MEM,@,PHO,33:42,33,4,4,2,0,.560,.600,.617,36.1,9.5,2,.500,129,118,23.9
Ja Morant,2021-12-29,MEM,,LAL,35:41,41,10,2,2,2,.481,.857,.635,46.9,14.2,6,.750,113,99,27.5
Ja Morant,2021-12-31,MEM,,SAS,32:05,30,6,8,0,0,.667,1.000,.776,24.5,17.8,0,1.000,170,112,29.6
Ja Morant,2022-01-03,MEM,@,BRK,33:34,36,6,8,0,0,.636,.500,.682,34.1,16.7,3,.600,142,116,29.8
Ja Morant,2022-01-04,MEM,@,CLE,33:40,26,5,6,2,2,.429,.000,.521,35.4,8.7,2,.889,112,107,21.2
Ja Morant,2022-01-06,MEM,,DET,24:36,22,9,6,0,1,.526,.000,.553,39.0,5.0,5,1.000,106,88,16.5
Ja Morant,2022-01-08,MEM,@,LAC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ja Morant,2022-01-09,MEM,@,LAL,31:25,16,4,7,1,1,.444,.000,.560,23.6,-2.1,3,.667,113,121,14.5
Ja Morant,2022-01-11,MEM,,GSW,36:56,29,5,8,0,2,.478,.250,.547,31.2,6.6,2,.750,114,107,22.6
Ja Morant,2022-01-13,MEM,,MIN,31:44,16,8,9,0,0,.313,.000,.419,29.0,-3.4,4,.857,99,112,11.1
Ja Morant,2022-01-14,MEM,,DAL,31:33,19,5,8,2,0,.533,.250,.582,34.0,1.7,8,.667,85,111,12.0
Ja Morant,2022-01-17,MEM,,CHI,31:30,25,4,3,1,0,.529,.333,.623,28.6,1.5,2,.857,121,107,18.6
Ja Morant,2022-01-19,MEM,@,MIL,39:20,33,8,14,0,0,.444,.400,.565,29.2,12.1,1,1.000,130,124,29.3
Ja Morant,2022-01-21,MEM,@,DEN,37:26,38,6,6,2,0,.577,.333,.644,39.7,6.4,6,.750,121,121,27.8
Ja Morant,2022-01-23,MEM,@,DAL,41:28,35,13,6,1,0,.452,.000,.494,40.1,7.2,7,.700,99,113,21.0
Ja Morant,2022-01-26,MEM,@,SAS,37:25,41,5,8,2,0,.536,.600,.633,37.4,16.9,1,.800,141,113,35.1
Ja Morant,2022-01-28,MEM,,UTA,36:03,30,10,10,1,1,.455,.333,.541,41.7,1.6,6,.615,107,111,22.3
Ja Morant,2022-01-29,MEM,,WAS,34:16,34,3,2,1,0,.556,.500,.630,34.3,10.1,1,,136,107,23.4
Ja Morant,2022-01-31,MEM,@,PHI,41:51,37,5,5,1,0,.500,.000,.538,42.8,-4.2,9,.700,93,115,16.6
Ja Morant,2022-02-02,MEM,@,NYK,36:47,23,4,9,3,0,.333,.000,.377,35.0,-0.7,2,.625,97,109,15.8
Ja Morant,2022-02-05,MEM,@,ORL,28:54,33,5,7,0,2,.667,.333,.725,36.2,12.9,4,1.000,131,111,27.3
Ja Morant,2022-02-08,MEM,,LAC,25:53,30,7,5,1,0,.632,.500,.653,40.8,7.9,5,.556,119,107,21.1
Ja Morant,2022-02-10,MEM,@,DET,30:04,23,4,6,1,0,.412,.250,.549,29.9,2.5,2,.778,122,107,16.7
Ja Morant,2022-02-12,MEM,@,CHO,33:46,26,6,6,0,0,.571,.000,.550,29.7,-0.2,3,.333,108,116,17.5
Ja Morant,2022-02-15,MEM,@,NOP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ja Morant,2022-02-16,MEM,,POR,37:35,44,5,11,0,1,.550,.167,.710,37.5,17.3,2,.840,151,132,39.5
Ja Morant,2022-02-24,MEM,@,MIN,34:45,20,8,4,2,1,.280,.000,.345,33.8,-4.2,3,.667,90,117,9.8
Ja Morant,2022-02-26,MEM,@,CHI,36:02,46,4,3,1,0,.536,.750,.665,42.4,12.8,5,.867,125,109,30.5
Ja Morant,2022-02-28,MEM,,SAS,34:20,52,7,2,0,0,.733,1.000,.786,45.7,18.6,4,.571,138,109,38.1
Ja Morant,2022-03-03,MEM,@,BOS,36:50,38,4,7,0,0,.448,.333,.584,40.3,12.1,2,1.000,129,138,27.4
Ja Morant,2022-03-05,MEM,,ORL,27:53,25,4,7,1,0,.529,.500,.623,35.8,8.5,3,.571,116,94,19.2
Ja Morant,2022-03-06,MEM,@,HOU,35:25,22,4,6,2,0,.350,.000,.468,32.2,-5.2,5,1.000,91,120,12.4
Ja Morant,2022-03-08,MEM,,NOP,26:49,24,8,8,2,1,.615,.500,.746,26.4,18.9,2,.857,151,100,25.6
