Player,Date,TM,Home/Away,OPP,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc
Karl-Anthony Towns,2021-10-20,MIN,,HOU,29:23,30,10,2,2,2,.733,.750,.872,27.8,13.9,3,1.000,152,100,29.5
Karl-Anthony Towns,2021-10-23,MIN,,NOP,28:37,25,4,2,0,3,.500,.500,.599,36.4,4.7,5,1.000,97,92,12.7
Karl-Anthony Towns,2021-10-25,MIN,,NOP,39:36,32,14,7,2,2,.417,.400,.581,32.8,15.3,3,1.000,121,105,29.9
Karl-Anthony Towns,2021-10-27,MIN,@,MIL,38:24,25,3,5,1,3,.692,.600,.822,24.0,7.8,7,.800,111,110,19.6
Karl-Anthony Towns,2021-10-30,MIN,,DEN,33:32,14,8,3,1,0,.364,.400,.549,22.5,-2.2,5,1.000,94,99,8.0
Karl-Anthony Towns,2021-11-01,MIN,,ORL,37:24,23,16,6,2,0,.471,.500,.573,24.1,11.3,2,.429,123,111,22.9
Karl-Anthony Towns,2021-11-03,MIN,,LAC,36:14,18,11,3,4,0,.375,.375,.520,23.0,0.3,3,1.000,107,119,15.6
Karl-Anthony Towns,2021-11-05,MIN,,LAC,31:49,20,8,0,1,0,.636,.600,.812,24.4,0.8,6,1.000,97,100,10.9
Karl-Anthony Towns,2021-11-08,MIN,@,MEM,43:21,25,12,3,1,2,.450,.333,.563,27.7,1.1,5,.800,109,124,18.9
Karl-Anthony Towns,2021-11-10,MIN,@,GSW,38:10,17,11,4,2,0,.316,.500,.447,19.8,3.1,0,,118,121,14.2
Karl-Anthony Towns,2021-11-12,MIN,@,LAL,30:22,29,7,2,2,1,.647,.500,.791,25.1,23.0,0,1.000,166,82,27.3
Karl-Anthony Towns,2021-11-13,MIN,@,LAC,31:28,8,8,4,2,1,.273,.000,.325,15.8,-2.9,0,.667,87,119,9.0
Karl-Anthony Towns,2021-11-15,MIN,,PHO,40:15,35,13,2,1,0,.526,.556,.734,32.0,10.1,7,.909,115,97,23.4
Karl-Anthony Towns,2021-11-17,MIN,,SAC,36:38,22,6,4,0,2,.750,.250,.826,23.7,3.4,6,1.000,116,108,16.0
Karl-Anthony Towns,2021-11-18,MIN,,SAS,38:08,25,12,5,0,1,.563,.750,.671,24.8,7.3,2,.667,130,97,22.0
Karl-Anthony Towns,2021-11-20,MIN,,MEM,23:40,21,5,2,1,1,.533,.500,.610,31.7,3.8,1,.800,140,100,16.1
Karl-Anthony Towns,2021-11-22,MIN,@,NOP,34:49,28,10,2,1,1,.476,.333,.571,30.8,4.8,3,.750,119,102,20.0
Karl-Anthony Towns,2021-11-24,MIN,,MIA,28:32,11,6,4,0,2,.333,.200,.427,21.2,-1.9,2,1.000,99,101,7.4
Karl-Anthony Towns,2021-11-26,MIN,@,CHO,30:57,25,7,6,1,0,.500,.333,.593,31.0,5.3,3,.857,120,132,19.5
Karl-Anthony Towns,2021-11-27,MIN,@,PHI,37:24,28,10,0,0,1,.688,.600,.751,27.1,4.8,3,.500,127,108,19.1
Karl-Anthony Towns,2021-11-29,MIN,,IND,32:19,32,8,2,0,0,.591,.250,.627,48.2,-4.7,9,.625,88,103,13.8
Karl-Anthony Towns,2021-12-01,MIN,@,WAS,32:57,34,10,1,1,1,.440,.500,.570,42.9,7.4,3,.909,116,116,23.7
Karl-Anthony Towns,2021-12-03,MIN,@,BRK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
