Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MIL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Giannis Antetokounmpo,2021-10-19,31,32,14,7,1,2.0,0.48,0.25,0.552,42.6,11.4,4,0.778,117.0,98.0,26.4,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,14.0,7.0,1.0,4.0,0.48,0.25,0.778,42.6,117.0,98.0,26.4,0.0
Giannis Antetokounmpo,2021-10-21,23,15,10,2,3,0.0,0.364,0.333,0.487,32.8,4.7,2,0.6,93.0,112.0,11.9,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,12.0,4.5,2.0,3.0,0.422,0.2915,0.6890000000000001,37.7,105.0,105.0,19.15,0.0
Giannis Antetokounmpo,2021-10-23,30,21,8,8,0,3.0,0.467,0.5,0.567,33.0,4.9,5,0.75,108.0,104.0,16.0,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.666666666666668,10.666666666666666,5.666666666666667,1.3333333333333333,3.6666666666666665,0.437,0.361,0.7093333333333334,36.13333333333333,106.0,104.66666666666669,18.1,0.988133
Giannis Antetokounmpo,2021-10-25,36,30,10,9,1,2.0,0.556,0.0,0.632,30.5,12.2,2,0.769,132.0,105.0,29.5,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,10.5,6.5,1.25,3.25,0.46675,0.27075,0.7242500000000001,34.725,112.5,104.75,20.95,0.832476
Giannis Antetokounmpo,2021-10-27,35,40,16,7,0,3.0,0.652,0.5,0.742,35.5,27.3,2,0.778,149.0,108.0,40.1,5,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,11.6,6.6,1.0,3.0,0.5038,0.3166,0.735,34.88,119.8,105.4,24.78,1.0401
Giannis Antetokounmpo,2021-10-30,34,28,13,3,0,0.0,0.611,0.0,0.613,36.5,1.3,7,0.545,93.0,97.0,14.8,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.666666666666668,11.833333333333334,6.0,0.8333333333333334,3.6666666666666665,0.5216666666666666,0.2638333333333333,0.7033333333333333,35.15,115.33333333333331,104.0,23.116666666666664,1.04892
Giannis Antetokounmpo,2021-10-31,35,25,7,6,2,2.0,0.5,0.273,0.599,29.2,16.8,2,1.0,125.0,111.0,22.3,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.285714285714285,11.142857142857142,6.0,1.0,3.4285714285714284,0.5185714285714286,0.2651428571428571,0.7457142857142858,34.3,116.71428571428572,105.0,23.0,1.00813
Giannis Antetokounmpo,2021-11-02,27,28,8,9,0,4.0,0.563,0.429,0.734,36.5,25.0,3,1.0,143.0,82.0,28.1,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.375,10.75,6.375,0.875,3.375,0.524125,0.285625,0.7775000000000001,34.575,120.0,102.125,23.6375,1.19969
Giannis Antetokounmpo,2021-11-05,30,25,7,4,2,0.0,0.412,0.286,0.572,36.8,7.6,3,0.818,110.0,109.0,18.2,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.11111111111111,10.333333333333334,6.111111111111111,1.0,3.333333333333333,0.5116666666666666,0.2856666666666666,0.782,34.82222222222222,118.88888888888889,102.88888888888889,23.03333333333333,1.12991
Giannis Antetokounmpo,2021-11-07,39,29,18,5,3,1.0,0.462,0.0,0.464,36.9,8.0,3,0.417,102.0,97.0,23.2,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.3,11.1,6.0,1.2,3.3,0.5067,0.2571,0.7455,35.03,117.2,102.3,23.05,0.847747
