Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MIL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Giannis Antetokounmpo,2022-10-20,36,21,13,8,1,3.0,0.563,0.333,0.577,25.0,17.2,1,0.4,120.0,86.0,22.2,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,8.0,1.0,1.0,0.563,0.333,0.4,25.0,120.0,86.0,22.2,1.23772
Giannis Antetokounmpo,2022-10-22,28,44,12,3,0,0.0,0.81,0.667,0.823,48.4,18.6,4,0.615,139.0,103.0,35.8,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,12.5,5.5,0.5,2.5,0.6865,0.5,0.5075000000000001,36.7,129.5,94.5,29.0,1.19986
Giannis Antetokounmpo,2022-10-26,38,43,14,5,1,3.0,0.64,0.25,0.69,40.7,15.9,7,0.714,119.0,92.0,33.3,3,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,13.0,5.333333333333333,0.6666666666666666,4.0,0.6709999999999999,0.4166666666666667,0.5763333333333334,38.03333333333333,126.0,93.66666666666669,30.433333333333334,1.29422
Giannis Antetokounmpo,2022-10-28,39,30,14,9,1,1.0,0.5,0.167,0.559,28.0,13.9,2,0.636,122.0,100.0,27.6,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,13.25,6.25,0.75,3.5,0.62825,0.35425,0.59125,35.525,125.0,95.25,29.725,1.13567
Giannis Antetokounmpo,2022-10-29,33,34,17,4,0,1.0,0.5,1.0,0.56,41.1,6.6,2,0.579,124.0,113.0,26.8,5,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,14.0,5.8,0.6,3.2,0.6026,0.4833999999999999,0.5888,36.64,124.8,98.8,29.14,1.1002
Giannis Antetokounmpo,2022-10-31,32,31,7,2,0,2.0,0.522,0.0,0.575,40.5,2.7,4,0.778,110.0,110.0,18.6,6,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.833333333333336,12.833333333333334,5.166666666666667,0.5,3.333333333333333,0.5891666666666667,0.4028333333333333,0.6203333333333333,37.28333333333333,122.33333333333331,100.66666666666669,27.383333333333336,1.08095
Giannis Antetokounmpo,2022-11-02,30,32,12,4,5,2.0,0.458,0.0,0.546,41.5,19.8,1,0.833,127.0,73.0,32.2,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.57142857142857,12.714285714285714,5.0,1.1428571428571428,3.0,0.5704285714285714,0.3452857142857142,0.6507142857142857,37.885714285714286,123.0,96.71428571428572,28.071428571428573,1.07975
Giannis Antetokounmpo,2022-11-04,34,26,14,11,0,0.0,0.412,0.5,0.504,38.6,6.7,4,0.5,106.0,96.0,19.6,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.625,12.875,5.75,1.0,3.125,0.550625,0.364625,0.631875,37.975,120.875,96.625,27.0125,1.10555
Giannis Antetokounmpo,2022-11-05,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,9,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,11.444444444444445,5.111111111111111,0.8888888888888888,2.7777777777777777,0.4894444444444444,0.324111111111111,0.5616666666666666,33.75555555555556,107.44444444444444,85.88888888888889,24.01111111111111,1.18663
Giannis Antetokounmpo,2022-11-07,27,25,7,2,2,1.0,0.45,0.0,0.531,45.6,0.7,5,0.875,91.0,106.0,14.6,10,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,11.0,4.8,1.0,3.0,0.4855,0.2916999999999999,0.593,34.94,105.8,87.9,23.07,1.03342
Giannis Antetokounmpo,2022-11-09,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,11,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,9.7,4.0,0.9,2.9,0.4292000000000001,0.2583999999999999,0.5529999999999999,32.44,93.8,79.3,20.85,1.05288
Giannis Antetokounmpo,2022-11-11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,12,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.1,8.5,3.7,0.9,2.5,0.3481999999999999,0.1917,0.4915,27.6,79.9,69.0,17.27,1.15834
Giannis Antetokounmpo,2022-11-14,31,27,8,4,1,0.0,0.381,0.0,0.467,49.8,-8.7,8,0.611,81.0,118.0,8.9,13,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,7.9,3.6,0.9,2.6,0.3223,0.1667,0.4811999999999999,28.51,76.1,71.6,14.829999999999998,1.13322
Giannis Antetokounmpo,2022-11-16,32,16,12,8,0,0.0,0.333,0.0,0.35,33.8,-2.7,2,0.364,95.0,107.0,10.6,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,7.7,3.5,0.8,2.6,0.3056,0.15,0.454,29.09,73.4,72.3,13.13,1.27929
Giannis Antetokounmpo,2022-11-18,34,25,14,4,1,1.0,0.455,0.2,0.437,42.3,-3.1,5,0.267,79.0,105.0,11.3,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,7.4,3.5,0.9,2.9,0.3011,0.0699999999999999,0.4227999999999999,29.21,68.9,71.5,11.58,0.959491
Giannis Antetokounmpo,2022-11-21,35,37,7,6,2,0.0,0.667,0.0,0.632,37.3,9.3,1,0.417,131.0,112.0,30.7,16,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.8,7.4,3.9,1.1,2.6,0.3156,0.0699999999999999,0.3867,28.89,71.0,71.7,12.79,1.13598
