Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MIL,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Giannis Antetokounmpo,2020-12-23,36,35,13,2,0,2.0,0.5,0.375,0.593,42.3,-1.6,7,0.75,104.0,119.0,19.7,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,13.0,2.0,0.0,7.0,0.5,0.375,0.75,42.3,104.0,119.0,19.7,0.0
Giannis Antetokounmpo,2020-12-25,27,15,13,4,0,0.0,0.286,0.0,0.364,34.3,-9.5,2,0.467,95.0,92.0,9.1,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,3.0,0.0,4.5,0.393,0.1875,0.6085,38.3,99.5,105.5,14.4,1.09111
Giannis Antetokounmpo,2020-12-27,32,27,13,5,3,0.0,0.6,0.2,0.652,30.0,13.1,3,0.615,124.0,119.0,25.1,3,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,13.0,3.6666666666666665,1.0,4.0,0.4619999999999999,0.1916666666666666,0.6106666666666667,35.53333333333333,107.66666666666669,110.0,17.966666666666665,1.1158
Giannis Antetokounmpo,2020-12-29,24,9,6,6,3,0.0,0.333,0.0,0.402,22.6,-1.2,2,0.6,105.0,87.0,9.3,4,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,11.25,4.25,1.5,3.5,0.4297499999999999,0.14375,0.608,32.3,107.0,104.25,15.8,0.977069
Giannis Antetokounmpo,2020-12-30,38,26,13,10,3,1.0,0.556,0.333,0.658,24.9,13.3,4,1.0,126.0,108.0,27.6,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,11.6,5.4,1.8,3.6,0.4549999999999999,0.1816,0.6864,30.82,110.8,105.0,18.16,1.35418
Giannis Antetokounmpo,2021-01-01,28,29,12,8,2,2.0,0.474,0.2,0.539,43.4,11.6,2,0.556,118.0,81.0,25.5,6,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,11.666666666666666,5.833333333333333,1.8333333333333333,3.333333333333333,0.4581666666666666,0.1846666666666666,0.6646666666666666,32.916666666666664,112.0,101.0,19.383333333333333,1.17994
Giannis Antetokounmpo,2021-01-04,36,43,9,4,0,1.0,0.708,0.333,0.769,37.1,10.7,3,0.778,141.0,114.0,34.6,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.285714285714285,11.285714285714286,5.571428571428571,1.5714285714285714,3.2857142857142856,0.4938571428571428,0.2058571428571428,0.6808571428571428,33.51428571428571,116.14285714285714,102.85714285714286,21.557142857142857,1.22582
Giannis Antetokounmpo,2021-01-06,28,25,8,4,0,1.0,0.533,0.2,0.591,39.0,-3.7,5,0.571,105.0,113.0,15.4,8,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.125,10.875,5.375,1.375,3.5,0.4987499999999999,0.205125,0.667125,34.2,114.75,104.125,20.7875,1.18315
Giannis Antetokounmpo,2021-01-08,33,35,8,4,0,1.0,0.56,0.4,0.623,37.0,12.3,2,0.714,123.0,127.0,25.8,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.11111111111111,10.555555555555555,5.222222222222222,1.2222222222222223,3.333333333333333,0.5055555555555555,0.2267777777777777,0.6723333333333333,34.51111111111111,115.66666666666669,106.66666666666669,21.34444444444445,1.12422
Giannis Antetokounmpo,2021-01-09,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,9.5,4.7,1.1,3.0,0.4549999999999999,0.2041,0.6051,31.06,104.1,96.0,19.21,0.95037
Giannis Antetokounmpo,2021-01-11,27,22,6,4,1,2.0,0.5,0.5,0.577,35.7,1.1,4,0.571,104.0,99.0,13.8,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,8.8,4.9,1.2,2.7,0.4549999999999999,0.2166,0.5871999999999999,30.4,104.1,94.0,18.62,1.12563
Giannis Antetokounmpo,2021-01-13,33,22,10,10,2,3.0,0.467,0.4,0.567,33.3,9.7,5,0.6,113.0,95.0,21.4,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,8.5,5.5,1.4,3.0,0.4731000000000001,0.2566,0.6005,30.3,105.9,94.3,19.85,1.0299
Giannis Antetokounmpo,2021-01-15,30,31,9,1,0,1.0,0.667,0.4,0.61,41.3,3.7,5,0.1,97.0,109.0,17.0,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,8.1,5.1,1.1,3.2,0.4798,0.2766,0.549,31.43,103.2,93.3,19.04,0.901818
Giannis Antetokounmpo,2021-01-18,40,34,12,7,2,0.0,0.5,0.333,0.576,30.5,13.1,1,0.75,124.0,117.0,29.7,14,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,8.7,5.2,1.0,3.1,0.4965,0.3099,0.564,32.22,105.1,96.3,21.08,1.09277
Giannis Antetokounmpo,2021-01-21,35,25,12,3,0,1.0,0.647,0.333,0.666,35.8,-4.5,9,0.5,86.0,114.0,12.1,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,8.6,4.5,0.7,3.6,0.5056,0.3099,0.514,33.309999999999995,101.1,96.9,19.53,1.09433
Giannis Antetokounmpo,2021-01-24,36,27,14,8,0,1.0,0.692,0.0,0.689,27.3,7.3,5,0.6,126.0,117.0,24.2,16,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,8.8,4.5,0.5,3.9,0.5274,0.2899,0.5184,31.7,101.9,100.5,19.4,0.965755
Giannis Antetokounmpo,2021-01-27,38,24,18,9,1,1.0,0.571,0.0,0.595,27.0,6.8,5,0.571,111.0,100.0,22.6,17,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,24.5,9.7,5.0,0.6,4.1,0.5137,0.2566,0.4976999999999999,30.69,98.9,99.1,18.2,1.21583
Giannis Antetokounmpo,2021-01-29,39,38,11,5,2,2.0,0.556,0.286,0.632,35.8,9.0,4,0.857,122.0,121.0,30.9,18,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,10.0,5.1,0.8,4.0,0.516,0.2652,0.5263,30.369999999999997,100.6,99.9,19.75,1.03226
Giannis Antetokounmpo,2021-01-30,39,34,18,9,1,1.0,0.632,0.0,0.632,33.9,11.3,3,0.556,131.0,122.0,33.1,19,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,11.0,5.6,0.9,4.1,0.5232,0.2252,0.5105,30.059999999999995,101.4,99.4,20.48,1.06356
Giannis Antetokounmpo,2021-02-01,26,18,4,6,0,1.0,0.727,0.0,0.731,21.9,5.8,1,0.667,151.0,110.0,17.4,20,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.5,11.4,6.2,0.9,4.2,0.5959,0.2252,0.5771999999999999,32.25,116.5,110.4,22.22,1.26984
Giannis Antetokounmpo,2021-02-03,31,21,14,10,2,1.0,0.875,0.0,0.911,20.2,17.0,4,0.875,154.0,98.0,28.5,21,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,12.2,6.8,1.0,4.2,0.6334,0.1752,0.6075999999999999,30.7,121.5,110.3,23.69,1.07819
Giannis Antetokounmpo,2021-02-05,33,33,12,4,1,4.0,0.52,0.333,0.579,38.6,11.0,3,0.75,116.0,93.0,26.7,22,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,12.4,6.2,0.9,4.0,0.6386999999999999,0.1685,0.6225999999999999,31.23,121.8,110.1,24.22,1.25943
Giannis Antetokounmpo,2021-02-06,32,24,11,5,0,0.0,0.533,0.25,0.605,33.1,0.4,3,0.636,115.0,102.0,17.3,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,12.6,6.6,0.9,3.8,0.6253,0.1535,0.6761999999999999,30.410000000000004,123.6,109.4,24.25,1.1601
Giannis Antetokounmpo,2021-02-08,34,30,9,0,0,3.0,0.478,0.4,0.566,36.7,0.4,2,0.75,113.0,113.0,20.7,24,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,12.3,5.9,0.7,3.9,0.6231,0.1602,0.6761999999999999,31.03,122.5,109.0,23.35,1.1897
Giannis Antetokounmpo,2021-02-10,38,47,11,5,1,0.0,0.652,0.0,0.729,40.4,15.9,2,0.81,149.0,127.0,41.1,25,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,12.2,6.1,0.8,3.2,0.6235999999999999,0.1269,0.7072,31.49,128.8,110.3,26.25,1.15957
Giannis Antetokounmpo,2021-02-12,39,29,15,6,2,2.0,0.6,0.5,0.64,27.8,10.6,3,0.667,123.0,115.0,26.9,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.8,12.3,5.9,1.0,3.0,0.6144000000000001,0.1769,0.7139,31.54,128.5,110.1,26.52,1.12062
Giannis Antetokounmpo,2021-02-14,36,24,17,10,3,3.0,0.556,0.333,0.621,28.3,14.7,5,1.0,119.0,98.0,27.6,27,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,12.2,6.0,1.2,3.0,0.6129,0.2102,0.7567999999999999,31.67,129.3,109.9,27.02,0.980665
Giannis Antetokounmpo,2021-02-16,37,34,10,8,5,2.0,0.55,0.5,0.65,36.1,14.8,5,0.714,117.0,104.0,32.0,28,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.4,12.1,6.3,1.5,3.1,0.6123000000000001,0.2316,0.7425,31.7,128.8,108.2,27.130000000000003,1.09563
Giannis Antetokounmpo,2021-02-18,37,23,12,8,2,0.0,0.4,0.0,0.447,35.2,2.2,5,0.538,91.0,113.0,14.0,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.3,11.5,6.2,1.6,3.3,0.5891,0.2316,0.7407,31.83,124.8,107.3,25.22,1.0519
Giannis Antetokounmpo,2021-02-19,36,29,19,8,1,3.0,0.5,0.2,0.594,33.8,20.0,3,0.8,120.0,77.0,29.6,30,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,13.0,6.4,1.7,3.5,0.5664,0.2516,0.7540000000000001,33.02,121.7,104.0,26.44,1.17322
Giannis Antetokounmpo,2021-02-21,33,38,18,4,1,0.0,0.474,0.5,0.643,41.5,6.3,6,0.792,124.0,104.0,29.9,31,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.1,13.4,5.8,1.6,3.7,0.5263,0.3016,0.7457,35.15,118.7,104.6,26.58,1.19272
Giannis Antetokounmpo,2021-02-23,29,37,8,8,2,2.0,0.722,0.333,0.78,38.3,21.6,3,0.769,149.0,99.0,36.8,32,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.5,13.0,6.2,1.7,3.7,0.5465,0.3016,0.7476,35.12,122.0,105.2,27.59,1.04027
Giannis Antetokounmpo,2021-02-25,38,38,10,4,0,1.0,0.519,0.4,0.605,36.7,6.9,1,0.8,129.0,123.0,30.2,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.9,12.9,6.1,1.7,3.5,0.5450999999999999,0.3166,0.764,35.48,123.4,107.3,28.880000000000003,1.14912
